date,time_utc,currency,event_name,impact_level,actual_value,forecast_value,previous_value
"Jul 29, 2016",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.9%,0.9%,0.9%
"Jul 29, 2016",2:00am,EUR,CPI Flash Estimate y/y,Medium,0.2%,0.1%,0.1%
"Jul 29, 2016",2:00am,EUR,Prelim Flash GDP q/q,Medium,0.3%,0.3%,0.6%
"Jul 29, 2016",1:00pm,EUR,EBA Bank Stress Test Results,High,,,
"Aug 1, 2016",12:15am,EUR,Spanish Manufacturing PMI,Medium,51.0,51.6,52.2
"Aug 2, 2016",12:00am,EUR,Spanish Unemployment Change,Medium,-84.0K,-70.0K,-124.3K
"Aug 4, 2016",11:00pm,EUR,German Factory Orders m/m,Medium,-0.4%,0.5%,0.1%
"Aug 16, 2016",2:00am,EUR,German ZEW Economic Sentiment,High,0.5,2.1,-6.8
"Aug 16, 2016",2:00am,EUR,ZEW Economic Sentiment,Medium,4.6,-6.3,-14.7
"Aug 18, 2016",2:00am,EUR,Final CPI y/y,Medium,0.2%,0.2%,0.2%
"Aug 18, 2016",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Aug 11, 2016",11:00pm,EUR,German Prelim GDP q/q,High,0.4%,0.3%,0.7%
"Aug 12, 2016",2:00am,EUR,Flash GDP q/q,Medium,0.3%,0.3%,0.3%
"Aug 23, 2016",12:00am,EUR,French Flash Manufacturing PMI,Medium,48.5,49.1,48.6
"Aug 23, 2016",12:00am,EUR,French Flash Services PMI,Medium,52.0,50.6,50.5
"Aug 23, 2016",12:30am,EUR,German Flash Manufacturing PMI,Medium,53.6,53.7,53.8
"Aug 23, 2016",12:30am,EUR,German Flash Services PMI,Medium,53.3,54.3,54.4
"Aug 23, 2016",1:00am,EUR,Flash Manufacturing PMI,Medium,51.8,52.1,52.0
"Aug 23, 2016",1:00am,EUR,Flash Services PMI,Medium,53.1,53.0,52.9
"Aug 25, 2016",1:00am,EUR,German ifo Business Climate,High,106.2,108.5,108.3
"Aug 26, 2016",1:00am,EUR,M3 Money Supply y/y,Medium,4.8%,5.0%,5.0%
"Aug 29, 2016",All Day,EUR,German Prelim CPI m/m,Medium,0.0%,0.1%,0.3%
"Aug 30, 2016",12:00am,EUR,Spanish Flash CPI y/y,Medium,-0.1%,-0.5%,-0.6%
"Aug 30, 2016",11:00pm,EUR,German Retail Sales m/m,Medium,1.7%,0.5%,-0.6%
"Aug 31, 2016",12:55am,EUR,German Unemployment Change,Medium,-7K,-2K,-7K
"Aug 31, 2016",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.8%,0.9%,0.9%
"Aug 31, 2016",2:00am,EUR,CPI Flash Estimate y/y,Medium,0.2%,0.3%,0.2%
"Sep 1, 2016",12:15am,EUR,Spanish Manufacturing PMI,Medium,51.0,50.8,51.0
"Sep 2, 2016",12:00am,EUR,Spanish Unemployment Change,Medium,14.4K,15.0K,-84.0K
"Sep 8, 2016",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Sep 8, 2016",4:45am,EUR,Monetary Policy Statement,High,,,
"Sep 8, 2016",5:30am,EUR,ECB Press Conference,High,,,
"Sep 9, 2016",All Day,EUR,Eurogroup Meetings,Medium,,,
"Sep 10, 2016",All Day,EUR,ECOFIN Meetings,Medium,,,
"Sep 13, 2016",2:00am,EUR,German ZEW Economic Sentiment,High,0.5,2.8,0.5
"Sep 13, 2016",2:00am,EUR,ZEW Economic Sentiment,Medium,5.4,6.7,4.6
"Sep 13, 2016",3:45am,EUR,ECB President Draghi Speaks,High,,,
"Sep 15, 2016",2:00am,EUR,Final CPI y/y,Medium,0.2%,0.2%,0.2%
"Sep 16, 2016",All Day,EUR,EU Economic Summit,Medium,,,
"Sep 22, 2016",2:30am,EUR,Long Term Refinancing Operation,Medium,45.3B,,399.3B
"Sep 22, 2016",6:00am,EUR,ECB President Draghi Speaks,High,,,
"Sep 23, 2016",12:00am,EUR,French Flash Manufacturing PMI,Medium,49.5,48.4,48.3
"Sep 23, 2016",12:00am,EUR,French Flash Services PMI,Medium,54.1,52.0,52.3
"Sep 23, 2016",12:30am,EUR,German Flash Manufacturing PMI,Medium,54.3,53.2,53.6
"Sep 23, 2016",12:30am,EUR,German Flash Services PMI,Medium,50.6,52.2,51.7
"Sep 23, 2016",1:00am,EUR,Flash Manufacturing PMI,Medium,52.6,51.5,51.7
"Sep 23, 2016",1:00am,EUR,Flash Services PMI,Medium,52.1,52.8,52.8
"Sep 26, 2016",1:00am,EUR,German ifo Business Climate,High,109.5,106.3,106.3
"Sep 26, 2016",7:05am,EUR,ECB President Draghi Speaks,High,,,
"Sep 27, 2016",1:00am,EUR,M3 Money Supply y/y,Medium,5.1%,4.9%,4.9%
"Sep 28, 2016",6:30am,EUR,ECB President Draghi Speaks,High,,,
"Sep 28, 2016",All Day,EUR,German Prelim CPI m/m,Medium,0.1%,0.0%,0.0%
"Sep 29, 2016",12:00am,EUR,Spanish Flash CPI y/y,Medium,0.3%,0.1%,-0.1%
"Sep 29, 2016",12:55am,EUR,German Unemployment Change,Medium,1K,-5K,-6K
"Sep 29, 2016",11:00pm,EUR,German Retail Sales m/m,Medium,-0.4%,-0.2%,0.5%
"Sep 30, 2016",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.8%,0.9%,0.8%
"Sep 30, 2016",2:00am,EUR,CPI Flash Estimate y/y,Medium,0.4%,0.4%,0.2%
"Oct 3, 2016",12:15am,EUR,Spanish Manufacturing PMI,Medium,52.3,51.6,51.0
"Oct 4, 2016",12:00am,EUR,Spanish Unemployment Change,Medium,22.8K,23.5K,14.4K
"Oct 5, 2016",11:00pm,EUR,German Factory Orders m/m,Medium,1.0%,0.3%,0.3%
"Oct 6, 2016",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Oct 8, 2016",10:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Oct 10, 2016",All Day,EUR,Eurogroup Meetings,Medium,,,
"Oct 11, 2016",2:00am,EUR,German ZEW Economic Sentiment,Medium,6.2,4.2,0.5
"Oct 11, 2016",2:00am,EUR,ZEW Economic Sentiment,Medium,12.3,6.3,5.4
"Oct 11, 2016",All Day,EUR,ECOFIN Meetings,Medium,,,
"Oct 17, 2016",2:00am,EUR,Final CPI y/y,Medium,0.4%,0.4%,0.4%
"Oct 17, 2016",10:35am,EUR,ECB President Draghi Speaks,High,,,
"Oct 17, 2016",10:35am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Oct 20, 2016",Day 1,EUR,EU Economic Summit,Medium,,,
"Oct 20, 2016",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Oct 20, 2016",4:45am,EUR,Monetary Policy Statement,High,,,
"Oct 20, 2016",5:30am,EUR,ECB Press Conference,High,,,
"Oct 21, 2016",2:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Oct 21, 2016",Day 2,EUR,EU Economic Summit,Medium,,,
"Oct 24, 2016",12:00am,EUR,French Flash Manufacturing PMI,Medium,51.3,50.2,49.7
"Oct 24, 2016",12:00am,EUR,French Flash Services PMI,Medium,52.1,54.1,53.3
"Oct 24, 2016",12:30am,EUR,German Flash Manufacturing PMI,Medium,55.1,54.3,54.3
"Oct 24, 2016",12:30am,EUR,German Flash Services PMI,Medium,54.1,51.9,50.9
"Oct 24, 2016",1:00am,EUR,Flash Manufacturing PMI,Medium,53.3,52.7,52.6
"Oct 24, 2016",1:00am,EUR,Flash Services PMI,Medium,53.5,52.4,52.2
"Oct 25, 2016",1:00am,EUR,German ifo Business Climate,High,110.5,109.6,109.5
"Oct 25, 2016",8:30am,EUR,ECB President Draghi Speaks,High,,,
"Oct 27, 2016",12:00am,EUR,Spanish Unemployment Rate,Medium,18.9%,19.3%,20.0%
"Oct 27, 2016",1:00am,EUR,M3 Money Supply y/y,Medium,5.0%,5.1%,5.1%
"Oct 27, 2016",All Day,EUR,German Prelim CPI m/m,Medium,0.2%,0.1%,0.1%
"Oct 28, 2016",12:00am,EUR,Spanish Flash CPI y/y,Medium,0.7%,0.3%,0.2%
"Oct 28, 2016",12:00am,EUR,Spanish Flash GDP q/q,Medium,0.7%,0.7%,0.8%
"Oct 31, 2016",12:00am,EUR,German Retail Sales m/m,Medium,-1.4%,0.2%,-0.3%
"Oct 31, 2016",3:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.8%,0.8%,0.8%
"Oct 31, 2016",3:00am,EUR,CPI Flash Estimate y/y,Medium,0.5%,0.5%,0.4%
"Oct 31, 2016",3:00am,EUR,Prelim Flash GDP q/q,Medium,0.3%,0.3%,0.3%
"Nov 2, 2016",1:15am,EUR,Spanish Manufacturing PMI,Medium,53.3,52.7,52.3
"Nov 2, 2016",1:55am,EUR,German Unemployment Change,Medium,-13K,0K,0K
"Nov 3, 2016",1:00am,EUR,Spanish Unemployment Change,Medium,44.7K,77.3K,22.8K
"Nov 14, 2016",7:00am,EUR,ECB President Draghi Speaks,High,,,
"Nov 14, 2016",11:00pm,EUR,German Prelim GDP q/q,High,0.2%,0.3%,0.4%
"Nov 15, 2016",2:00am,EUR,Flash GDP q/q,Medium,0.3%,0.3%,0.3%
"Nov 15, 2016",2:00am,EUR,German ZEW Economic Sentiment,Medium,13.8,7.9,6.2
"Nov 17, 2016",2:00am,EUR,Final CPI y/y,Medium,0.5%,0.4%,0.4%
"Nov 17, 2016",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Nov 18, 2016",12:30am,EUR,ECB President Draghi Speaks,High,,,
"Nov 18, 2016",2:30am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Nov 6, 2016",11:00pm,EUR,German Factory Orders m/m,Medium,-0.6%,0.2%,0.9%
"Nov 7, 2016",All Day,EUR,Eurogroup Meetings,Medium,,,
"Nov 8, 2016",All Day,EUR,ECOFIN Meetings,Medium,,,
"Nov 9, 2016",2:00am,EUR,EU Economic Forecasts,Medium,,,
"Nov 21, 2016",8:20am,EUR,ECB President Draghi Speaks,High,,,
"Nov 23, 2016",12:00am,EUR,French Flash Manufacturing PMI,Medium,51.5,51.5,51.8
"Nov 23, 2016",12:00am,EUR,French Flash Services PMI,Medium,52.6,52.1,51.4
"Nov 23, 2016",12:30am,EUR,German Flash Manufacturing PMI,Medium,54.4,54.8,55.0
"Nov 23, 2016",12:30am,EUR,German Flash Services PMI,Medium,55.0,54.1,54.2
"Nov 23, 2016",1:00am,EUR,Flash Manufacturing PMI,Medium,53.7,53.2,53.5
"Nov 23, 2016",1:00am,EUR,Flash Services PMI,Medium,54.1,53.1,52.8
"Nov 24, 2016",1:00am,EUR,German ifo Business Climate,High,110.4,110.6,110.4
"Nov 28, 2016",1:00am,EUR,M3 Money Supply y/y,Medium,4.4%,5.0%,5.1%
"Nov 28, 2016",6:00am,EUR,ECB President Draghi Speaks,High,,,
"Nov 28, 2016",8:00am,EUR,ECB President Draghi Speaks,High,,,
"Nov 28, 2016",All Day,EUR,German Prelim CPI m/m,Medium,0.1%,0.1%,0.2%
"Nov 29, 2016",12:00am,EUR,Spanish Flash CPI y/y,Medium,0.7%,0.5%,0.7%
"Nov 29, 2016",11:00pm,EUR,German Retail Sales m/m,Medium,2.4%,1.0%,-1.5%
"Nov 30, 2016",12:55am,EUR,German Unemployment Change,Medium,-5K,-6K,-13K
"Nov 30, 2016",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.8%,0.8%,0.8%
"Nov 30, 2016",2:00am,EUR,CPI Flash Estimate y/y,Medium,0.6%,0.6%,0.5%
"Nov 30, 2016",4:45am,EUR,ECB President Draghi Speaks,High,,,
"Nov 30, 2016",8:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Dec 1, 2016",12:15am,EUR,Spanish Manufacturing PMI,Medium,54.5,53.7,53.3
"Dec 2, 2016",12:00am,EUR,Spanish Unemployment Change,Medium,24.8K,-25.8K,44.7K
"Dec 4, 2016",All Day,EUR,Italian Constitution Amendment Vote,High,No,,
"Dec 5, 2016",All Day,EUR,Eurogroup Meetings,Medium,,,
"Dec 5, 2016",6:00am,EUR,ECB President Draghi Speaks,High,,,
"Dec 5, 2016",11:00pm,EUR,German Factory Orders m/m,Medium,4.9%,0.6%,-0.3%
"Dec 6, 2016",All Day,EUR,ECOFIN Meetings,Medium,,,
"Dec 8, 2016",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Dec 8, 2016",4:45am,EUR,Monetary Policy Statement,High,,,
"Dec 8, 2016",5:30am,EUR,ECB Press Conference,High,,,
"Dec 19, 2016",1:00am,EUR,German ifo Business Climate,High,111.0,110.7,110.4
"Dec 19, 2016",8:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Dec 13, 2016",2:00am,EUR,German ZEW Economic Sentiment,Medium,13.8,14.2,13.8
"Dec 15, 2016",12:00am,EUR,French Flash Manufacturing PMI,Medium,53.5,51.9,51.7
"Dec 15, 2016",12:00am,EUR,French Flash Services PMI,Medium,52.6,51.8,51.6
"Dec 15, 2016",12:30am,EUR,German Flash Manufacturing PMI,Medium,55.5,54.6,54.3
"Dec 15, 2016",12:30am,EUR,German Flash Services PMI,Medium,53.8,55.0,55.1
"Dec 15, 2016",1:00am,EUR,Flash Manufacturing PMI,Medium,54.9,53.9,53.7
"Dec 15, 2016",1:00am,EUR,Flash Services PMI,Medium,53.1,53.9,53.8
"Dec 15, 2016",2:30am,EUR,Long Term Refinancing Operation,Medium,62.2B,,45.3B
"Dec 16, 2016",2:00am,EUR,Final CPI y/y,Medium,0.6%,0.6%,0.6%
"Dec 29, 2016",1:00am,EUR,M3 Money Supply y/y,Medium,4.8%,4.4%,4.4%
"Dec 30, 2016",12:00am,EUR,Spanish Flash CPI y/y,Medium,1.5%,0.9%,0.7%
"Jan 2, 2017",12:15am,EUR,Spanish Manufacturing PMI,Medium,55.3,54.6,54.5
"Jan 2, 2017",All Day,EUR,German Prelim CPI m/m,Medium,0.7%,0.6%,0.1%
"Jan 3, 2017",12:55am,EUR,German Unemployment Change,Medium,-17K,-5K,-6K
"Jan 4, 2017",12:00am,EUR,Spanish Unemployment Change,Medium,-86.8K,-44.2K,24.8K
"Jan 4, 2017",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.9%,0.8%,0.8%
"Jan 4, 2017",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.1%,1.0%,0.6%
"Jan 5, 2017",11:00pm,EUR,German Factory Orders m/m,Medium,-2.5%,-2.5%,5.0%
"Jan 5, 2017",11:00pm,EUR,German Retail Sales m/m,Medium,-1.8%,-0.8%,2.5%
"Jan 12, 2017",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Jan 17, 2017",2:00am,EUR,German ZEW Economic Sentiment,Medium,16.6,18.9,13.8
"Jan 18, 2017",2:00am,EUR,Final CPI y/y,Medium,1.1%,1.1%,1.1%
"Jan 19, 2017",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Jan 19, 2017",4:45am,EUR,Monetary Policy Statement,High,,,
"Jan 19, 2017",5:30am,EUR,ECB Press Conference,High,,,
"Jan 23, 2017",3:30am,EUR,ECB President Draghi Speaks,High,,,
"Jan 24, 2017",12:00am,EUR,French Flash Manufacturing PMI,Medium,53.4,53.4,53.5
"Jan 24, 2017",12:00am,EUR,French Flash Services PMI,Medium,53.9,53.2,52.9
"Jan 24, 2017",12:30am,EUR,German Flash Manufacturing PMI,Medium,56.5,55.5,55.6
"Jan 24, 2017",12:30am,EUR,German Flash Services PMI,Medium,53.2,54.6,54.3
"Jan 24, 2017",1:00am,EUR,Flash Manufacturing PMI,Medium,55.1,54.8,54.9
"Jan 24, 2017",1:00am,EUR,Flash Services PMI,Medium,53.6,53.9,53.7
"Jan 25, 2017",1:00am,EUR,German ifo Business Climate,High,109.8,111.3,111.0
"Jan 26, 2017",12:00am,EUR,Spanish Unemployment Rate,Medium,18.6%,18.9%,18.9%
"Jan 26, 2017",12:30am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Jan 26, 2017",All Day,EUR,Eurogroup Meetings,High,,,
"Jan 27, 2017",1:00am,EUR,M3 Money Supply y/y,Medium,5.0%,4.9%,4.8%
"Jan 27, 2017",All Day,EUR,ECOFIN Meetings,Medium,,,
"Jan 29, 2017",All Day,EUR,German Prelim CPI m/m,Medium,-0.6%,-0.5%,0.7%
"Jan 30, 2017",12:00am,EUR,Spanish Flash GDP q/q,Medium,0.7%,0.7%,0.7%
"Jan 30, 2017",11:00pm,EUR,German Retail Sales m/m,Medium,-0.9%,0.6%,-1.7%
"Jan 31, 2017",12:00am,EUR,ECB President Draghi Speaks,High,,,
"Jan 31, 2017",12:00am,EUR,Spanish Flash CPI y/y,Medium,3.0%,2.4%,1.6%
"Jan 31, 2017",12:55am,EUR,German Unemployment Change,Medium,-26K,-5K,-20K
"Jan 31, 2017",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.9%,0.9%,0.9%
"Jan 31, 2017",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.8%,1.5%,1.1%
"Jan 31, 2017",2:00am,EUR,Prelim Flash GDP q/q,Medium,0.5%,0.4%,0.3%
"Feb 1, 2017",12:15am,EUR,Spanish Manufacturing PMI,Medium,55.6,55.1,55.3
"Feb 2, 2017",12:00am,EUR,Spanish Unemployment Change,Medium,57.3K,60.2K,-86.8K
"Feb 2, 2017",4:15am,EUR,ECB President Draghi Speaks,High,,,
"Feb 5, 2017",11:00pm,EUR,German Factory Orders m/m,Medium,5.2%,0.6%,-3.6%
"Feb 6, 2017",6:00am,EUR,ECB President Draghi Speaks,High,,,
"Feb 13, 2017",2:00am,EUR,EU Economic Forecasts,Medium,,,
"Feb 13, 2017",11:00pm,EUR,German Prelim GDP q/q,Medium,0.4%,0.5%,0.2%
"Feb 14, 2017",2:00am,EUR,Flash GDP q/q,Medium,0.4%,0.5%,0.5%
"Feb 14, 2017",2:00am,EUR,German ZEW Economic Sentiment,Medium,10.4,15.1,16.6
"Feb 16, 2017",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Feb 20, 2017",All Day,EUR,Eurogroup Meetings,Medium,,,
"Feb 21, 2017",12:00am,EUR,French Flash Manufacturing PMI,Medium,52.3,53.5,53.6
"Feb 21, 2017",12:00am,EUR,French Flash Services PMI,Medium,56.7,53.8,54.1
"Feb 21, 2017",12:30am,EUR,German Flash Manufacturing PMI,Medium,57.0,56.2,56.4
"Feb 21, 2017",12:30am,EUR,German Flash Services PMI,Medium,54.4,53.6,53.4
"Feb 21, 2017",1:00am,EUR,Flash Manufacturing PMI,Medium,55.5,55.0,55.2
"Feb 21, 2017",1:00am,EUR,Flash Services PMI,Medium,55.6,53.7,53.7
"Feb 21, 2017",All Day,EUR,ECOFIN Meetings,Medium,,,
"Feb 22, 2017",1:00am,EUR,German ifo Business Climate,Medium,111.0,109.6,109.9
"Feb 27, 2017",12:00am,EUR,Spanish Flash CPI y/y,Medium,3.0%,3.3%,3.0%
"Feb 27, 2017",1:00am,EUR,M3 Money Supply y/y,Medium,4.9%,4.9%,5.0%
"Feb 28, 2017",All Day,EUR,German Prelim CPI m/m,Medium,0.6%,0.6%,-0.6%
"Mar 1, 2017",12:15am,EUR,Spanish Manufacturing PMI,Medium,54.8,55.9,55.6
"Mar 1, 2017",12:55am,EUR,German Unemployment Change,Medium,-14K,-10K,-25K
"Mar 2, 2017",12:00am,EUR,Spanish Unemployment Change,Medium,-9.4K,5.2K,57.3K
"Mar 2, 2017",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.9%,0.9%,0.9%
"Mar 2, 2017",2:00am,EUR,CPI Flash Estimate y/y,Medium,2.0%,1.8%,1.8%
"Mar 2, 2017",11:00pm,EUR,German Retail Sales m/m,Medium,-0.8%,0.2%,0.0%
"Mar 6, 2017",11:00pm,EUR,German Factory Orders m/m,Medium,-7.4%,-2.5%,5.2%
"Mar 9, 2017",Day 1,EUR,ECOFIN Meetings,Medium,,,
"Mar 9, 2017",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Mar 9, 2017",4:45am,EUR,Monetary Policy Statement,High,,,
"Mar 9, 2017",5:30am,EUR,ECB Press Conference,High,,,
"Mar 10, 2017",Day 2,EUR,ECOFIN Meetings,Medium,,,
"Mar 13, 2017",6:30am,EUR,ECB President Draghi Speaks,High,,,
"Mar 14, 2017",3:00am,EUR,German ZEW Economic Sentiment,Medium,12.8,13.2,10.4
"Mar 15, 2017",All Day,EUR,Dutch Parliamentary Election,High,,,
"Mar 16, 2017",3:00am,EUR,Final CPI y/y,Medium,2.0%,2.0%,2.0%
"Mar 20, 2017",All Day,EUR,Eurogroup Meetings,Medium,,,
"Mar 20, 2017",9:45am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Mar 21, 2017",All Day,EUR,ECOFIN Meetings,Medium,,,
"Mar 23, 2017",3:30am,EUR,Long Term Refinancing Operation,Medium,233.5B,,62.2B
"Mar 24, 2017",1:00am,EUR,French Flash Manufacturing PMI,Medium,53.4,52.4,52.2
"Mar 24, 2017",1:00am,EUR,French Flash Services PMI,Medium,58.5,56.2,56.4
"Mar 24, 2017",1:30am,EUR,German Flash Manufacturing PMI,Medium,58.3,56.6,56.8
"Mar 24, 2017",1:30am,EUR,German Flash Services PMI,Medium,55.6,54.5,54.4
"Mar 24, 2017",2:00am,EUR,Flash Manufacturing PMI,Medium,56.2,55.3,55.4
"Mar 24, 2017",2:00am,EUR,Flash Services PMI,Medium,56.5,55.4,55.5
"Mar 27, 2017",1:00am,EUR,German ifo Business Climate,High,112.3,111.2,111.1
"Mar 27, 2017",1:00am,EUR,M3 Money Supply y/y,Medium,4.7%,4.9%,4.8%
"Mar 30, 2017",12:00am,EUR,Spanish Flash CPI y/y,Medium,2.3%,2.6%,3.0%
"Mar 30, 2017",All Day,EUR,German Prelim CPI m/m,Medium,0.2%,0.4%,0.6%
"Mar 30, 2017",11:00pm,EUR,German Retail Sales m/m,Medium,1.8%,0.7%,-1.0%
"Mar 31, 2017",12:55am,EUR,German Unemployment Change,Medium,-30K,-10K,-17K
"Mar 31, 2017",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.7%,0.8%,0.9%
"Mar 31, 2017",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.5%,1.8%,2.0%
"Apr 3, 2017",12:15am,EUR,Spanish Manufacturing PMI,Medium,53.9,54.6,54.8
"Apr 4, 2017",12:00am,EUR,Spanish Unemployment Change,Medium,-48.6K,-41.2K,-9.4K
"Apr 4, 2017",6:30am,EUR,ECB President Draghi Speaks,High,,,
"Apr 5, 2017",11:00pm,EUR,German Factory Orders m/m,Medium,3.4%,3.5%,-6.8%
"Apr 6, 2017",12:00am,EUR,ECB President Draghi Speaks,High,,,
"Apr 6, 2017",2:40am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Apr 6, 2017",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Apr 11, 2017",2:00am,EUR,German ZEW Economic Sentiment,Medium,19.5,13.2,12.8
"Apr 19, 2017",2:00am,EUR,Final CPI y/y,Medium,1.5%,1.5%,1.5%
"Apr 21, 2017",12:00am,EUR,French Flash Manufacturing PMI,Medium,55.1,53.2,53.3
"Apr 21, 2017",12:00am,EUR,French Flash Services PMI,Medium,57.7,57.2,57.5
"Apr 21, 2017",12:30am,EUR,German Flash Manufacturing PMI,Medium,58.2,58.1,58.3
"Apr 21, 2017",12:30am,EUR,German Flash Services PMI,Medium,54.7,55.5,55.6
"Apr 21, 2017",1:00am,EUR,Flash Manufacturing PMI,Medium,56.8,56.1,56.2
"Apr 21, 2017",1:00am,EUR,Flash Services PMI,Medium,56.2,56.0,56.0
"Apr 23, 2017",All Day,EUR,French Presidential Election,High,,,
"Apr 24, 2017",1:00am,EUR,German ifo Business Climate,High,112.9,112.4,112.4
"Apr 26, 2017",All Day,EUR,German Prelim CPI m/m,Medium,0.0%,-0.1%,0.2%
"Apr 27, 2017",12:00am,EUR,Spanish Flash CPI y/y,Medium,2.6%,2.5%,2.3%
"Apr 27, 2017",12:00am,EUR,Spanish Unemployment Rate,Medium,18.8%,18.6%,18.6%
"Apr 27, 2017",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Apr 27, 2017",4:45am,EUR,Monetary Policy Statement,High,,,
"Apr 27, 2017",5:30am,EUR,ECB Press Conference,High,,,
"Apr 27, 2017",11:00pm,EUR,German Retail Sales m/m,Medium,0.1%,0.1%,1.1%
"Apr 28, 2017",12:00am,EUR,Spanish Flash GDP q/q,Medium,0.8%,0.7%,0.7%
"Apr 28, 2017",1:00am,EUR,M3 Money Supply y/y,Medium,5.3%,4.7%,4.7%
"Apr 28, 2017",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,1.2%,1.0%,0.7%
"Apr 28, 2017",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.9%,1.8%,1.5%
"May 2, 2017",12:15am,EUR,Spanish Manufacturing PMI,Medium,54.5,54.3,53.9
"May 3, 2017",12:55am,EUR,German Unemployment Change,Medium,-15K,-10K,-29K
"May 3, 2017",2:00am,EUR,Prelim Flash GDP q/q,Medium,0.5%,0.5%,0.4%
"May 4, 2017",12:00am,EUR,Spanish Unemployment Change,Medium,-129.3K,-78.2K,-48.6K
"May 4, 2017",9:30am,EUR,ECB President Draghi Speaks,High,,,
"May 7, 2017",All Day,EUR,French Presidential Election,High,,,
"May 10, 2017",4:00am,EUR,ECB President Draghi Speaks,High,,,
"May 11, 2017",1:00am,EUR,EU Economic Forecasts,Medium,,,
"May 11, 2017",11:00pm,EUR,German Prelim GDP q/q,Medium,0.6%,0.6%,0.4%
"May 16, 2017",2:00am,EUR,Flash GDP q/q,Medium,0.5%,0.5%,0.5%
"May 16, 2017",2:00am,EUR,German ZEW Economic Sentiment,Medium,20.6,22.3,19.5
"May 17, 2017",2:00am,EUR,Final CPI y/y,Medium,1.9%,1.9%,1.9%
"May 18, 2017",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"May 18, 2017",10:00am,EUR,ECB President Draghi Speaks,High,,,
"May 22, 2017",All Day,EUR,Eurogroup Meetings,High,,,
"May 23, 2017",12:00am,EUR,French Flash Manufacturing PMI,Medium,54.0,55.2,55.1
"May 23, 2017",12:00am,EUR,French Flash Services PMI,Medium,58.0,56.8,56.7
"May 23, 2017",12:30am,EUR,German Flash Manufacturing PMI,Medium,59.4,58.0,58.2
"May 23, 2017",12:30am,EUR,German Flash Services PMI,Medium,55.2,55.5,55.4
"May 23, 2017",1:00am,EUR,German ifo Business Climate,High,114.6,113.1,113.0
"May 23, 2017",1:00am,EUR,Flash Manufacturing PMI,Medium,57.0,56.5,56.7
"May 23, 2017",1:00am,EUR,Flash Services PMI,Medium,56.2,56.5,56.4
"May 24, 2017",5:45am,EUR,ECB President Draghi Speaks,High,,,
"May 29, 2017",1:00am,EUR,M3 Money Supply y/y,Medium,4.9%,5.2%,5.3%
"May 29, 2017",6:00am,EUR,ECB President Draghi Speaks,High,,,
"May 29, 2017",All Day,EUR,German Prelim CPI m/m,Medium,-0.2%,-0.1%,0.0%
"May 30, 2017",12:00am,EUR,Spanish Flash CPI y/y,Medium,1.9%,2.1%,2.6%
"May 30, 2017",11:00pm,EUR,German Retail Sales m/m,Medium,-0.2%,0.4%,0.2%
"May 31, 2017",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.9%,1.0%,1.2%
"May 31, 2017",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.4%,1.5%,1.9%
"Jun 1, 2017",12:15am,EUR,Spanish Manufacturing PMI,Medium,55.4,54.9,54.5
