date,time_utc,currency,event_name,impact_level,actual_value,forecast_value,previous_value
"Oct 24, 2018",12:30am,EUR,German Flash Manufacturing PMI,Medium,52.3,53.4,53.7
"Oct 24, 2018",12:30am,EUR,German Flash Services PMI,Medium,53.6,55.5,55.9
"Oct 24, 2018",1:00am,EUR,Flash Manufacturing PMI,Medium,52.1,53.0,53.2
"Oct 24, 2018",1:00am,EUR,Flash Services PMI,Medium,53.3,54.5,54.7
"Oct 25, 2018",12:00am,EUR,Spanish Unemployment Rate,Medium,14.6%,14.9%,15.3%
"Oct 25, 2018",1:00am,EUR,German ifo Business Climate,Medium,102.8,103.1,103.7
"Oct 25, 2018",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Oct 25, 2018",4:45am,EUR,Monetary Policy Statement,High,,,
"Oct 25, 2018",5:30am,EUR,ECB Press Conference,High,,,
"Oct 26, 2018",7:00am,EUR,ECB President Draghi Speaks,High,,,
"Nov 13, 2018",2:00am,EUR,German ZEW Economic Sentiment,Medium,-24.1,-24.2,-24.7
"Nov 13, 2018",11:00pm,EUR,German Prelim GDP q/q,High,-0.2%,-0.1%,0.5%
"Nov 14, 2018",2:00am,EUR,Flash GDP q/q,Medium,0.2%,0.2%,0.2%
"Nov 16, 2018",12:30am,EUR,ECB President Draghi Speaks,High,,,
"Nov 16, 2018",5:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Nov 8, 2018",2:00am,EUR,EU Economic Forecasts,Medium,,,
"Oct 30, 2018",All Day,EUR,German Prelim CPI m/m,Medium,0.2%,0.1%,0.4%
"Oct 30, 2018",3:00am,EUR,Prelim Flash GDP q/q,Medium,0.2%,0.4%,0.4%
"Oct 31, 2018",1:00am,EUR,Spanish Flash GDP q/q,Medium,0.6%,0.6%,0.6%
"Oct 31, 2018",3:00am,EUR,Core CPI Flash Estimate y/y,Medium,1.1%,1.1%,0.9%
"Oct 31, 2018",3:00am,EUR,CPI Flash Estimate y/y,Medium,2.2%,2.2%,2.1%
"Nov 20, 2018",7:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Nov 23, 2018",12:15am,EUR,French Flash Manufacturing PMI,Medium,50.7,51.3,51.2
"Nov 23, 2018",12:15am,EUR,French Flash Services PMI,Medium,55.0,54.9,55.3
"Nov 23, 2018",12:30am,EUR,German Flash Manufacturing PMI,Medium,51.6,52.3,52.2
"Nov 23, 2018",12:30am,EUR,German Flash Services PMI,Medium,53.3,54.6,54.7
"Nov 23, 2018",1:00am,EUR,Flash Manufacturing PMI,Medium,51.5,52.0,52.0
"Nov 23, 2018",1:00am,EUR,Flash Services PMI,Medium,53.1,53.6,53.7
"Nov 25, 2018",All Day,EUR,EU Economic Summit,High,,,
"Nov 26, 2018",1:00am,EUR,German ifo Business Climate,Medium,102.0,102.3,102.9
"Nov 26, 2018",6:00am,EUR,ECB President Draghi Speaks,High,,,
"Nov 28, 2018",All Day,EUR,German Prelim CPI m/m,Medium,0.1%,0.2%,0.2%
"Nov 30, 2018",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,1.0%,1.1%,1.1%
"Nov 30, 2018",2:00am,EUR,CPI Flash Estimate y/y,Medium,2.0%,2.1%,2.2%
"Dec 11, 2018",2:00am,EUR,German ZEW Economic Sentiment,Medium,-17.5,-25.0,-24.1
"Dec 13, 2018",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Dec 13, 2018",4:45am,EUR,Monetary Policy Statement,High,,,
"Dec 13, 2018",5:30am,EUR,ECB Press Conference,High,,,
"Dec 14, 2018",12:15am,EUR,French Flash Manufacturing PMI,Medium,49.7,50.7,50.8
"Dec 14, 2018",12:15am,EUR,French Flash Services PMI,Medium,49.6,54.8,55.1
"Dec 14, 2018",12:30am,EUR,German Flash Manufacturing PMI,Medium,51.5,51.8,51.8
"Dec 14, 2018",12:30am,EUR,German Flash Services PMI,Medium,52.5,53.4,53.3
"Dec 14, 2018",1:00am,EUR,Flash Manufacturing PMI,Medium,51.4,51.9,51.8
"Dec 14, 2018",1:00am,EUR,Flash Services PMI,Medium,51.4,53.4,53.4
"Dec 14, 2018",All Day,EUR,Euro Summit,Medium,,,
"Dec 15, 2018",2:30am,EUR,ECB President Draghi Speaks,Medium,,,
"Dec 5, 2018",12:30am,EUR,ECB President Draghi Speaks,Medium,,,
"Dec 18, 2018",1:00am,EUR,German ifo Business Climate,Medium,101.0,101.8,102.0
"Dec 27, 2018",All Day,EUR,German Prelim CPI m/m,Medium,0.1%,0.3%,0.1%
"Jan 10, 2019",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Jan 4, 2018",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,1.0%,1.0%,1.0%
"Jan 4, 2018",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.6%,1.8%,1.9%
"Jan 15, 2019",7:00am,EUR,ECB President Draghi Speaks,High,,,
"Jan 22, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,-15.0,-18.8,-17.5
"Jan 24, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,51.2,50.0,49.7
"Jan 24, 2019",12:15am,EUR,French Flash Services PMI,Medium,47.5,50.6,49.0
"Jan 24, 2019",12:30am,EUR,German Flash Manufacturing PMI,Medium,49.9,51.4,51.5
"Jan 24, 2019",12:30am,EUR,German Flash Services PMI,Medium,53.1,52.2,51.8
"Jan 24, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,50.5,51.5,51.4
"Jan 24, 2019",1:00am,EUR,Flash Services PMI,Medium,50.8,51.5,51.2
"Jan 24, 2019",4:44am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Jan 24, 2019",4:45am,EUR,Monetary Policy Statement,High,,,
"Jan 24, 2019",5:30am,EUR,ECB Press Conference,High,,,
"Jan 25, 2019",1:00am,EUR,German ifo Business Climate,Medium,99.1,100.7,101.0
"Jan 28, 2019",6:00am,EUR,ECB President Draghi Speaks,High,,,
"Jan 29, 2019",12:00am,EUR,Spanish Unemployment Rate,Medium,14.5%,14.5%,14.6%
"Jan 29, 2019",All Day,EUR,German Prelim CPI m/m,Medium,-0.8%,-0.9%,0.1%
"Jan 31, 2019",12:00am,EUR,Spanish Flash GDP q/q,Medium,0.7%,0.6%,0.6%
"Jan 31, 2019",2:00am,EUR,Prelim Flash GDP q/q,Medium,0.2%,0.2%,0.2%
"Jan 31, 2019",8:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Feb 1, 2019",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,1.1%,1.0%,1.0%
"Feb 1, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.4%,1.4%,1.6%
"Feb 7, 2019",2:00am,EUR,EU Economic Forecasts,Medium,,,
"Feb 12, 2019",12:20am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Feb 13, 2019",11:00pm,EUR,German Prelim GDP q/q,Medium,0.0%,0.1%,-0.2%
"Feb 14, 2019",2:00am,EUR,Flash GDP q/q,Medium,0.2%,0.2%,0.2%
"Feb 27, 2019",2:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Feb 27, 2019",All Day,EUR,German Prelim CPI m/m,Medium,0.5%,0.5%,-0.8%
"Mar 1, 2019",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,1.0%,1.1%,1.1%
"Mar 1, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.5%,1.5%,1.4%
"Feb 19, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,-13.4,-14.1,-15.0
"Feb 21, 2019",12:15am,EUR,French Flash Services PMI,High,49.8,48.6,47.8
"Feb 21, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,51.4,51.0,51.2
"Feb 21, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,47.6,49.7,49.7
"Feb 21, 2019",12:30am,EUR,German Flash Services PMI,High,55.1,52.8,53.0
"Feb 21, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,49.2,50.3,50.5
"Feb 21, 2019",1:00am,EUR,Flash Services PMI,Medium,52.3,51.4,51.2
"Feb 21, 2019",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Feb 22, 2019",1:00am,EUR,German ifo Business Climate,Medium,98.5,99.0,99.3
"Feb 22, 2019",7:30am,EUR,ECB President Draghi Speaks,High,,,
"Mar 7, 2019",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Mar 7, 2019",4:45am,EUR,Monetary Policy Statement,High,,,
"Mar 7, 2019",5:30am,EUR,ECB Press Conference,High,,,
"Mar 19, 2019",3:00am,EUR,German ZEW Economic Sentiment,Medium,-3.6,-11.0,-13.4
"Mar 21, 2019",All Day,EUR,EU Economic Summit,High,,,
"Mar 22, 2019",1:15am,EUR,French Flash Services PMI,High,48.7,50.6,50.2
"Mar 22, 2019",1:15am,EUR,French Flash Manufacturing PMI,Medium,49.8,51.4,51.5
"Mar 22, 2019",1:30am,EUR,German Flash Manufacturing PMI,High,44.7,48.0,47.6
"Mar 22, 2019",1:30am,EUR,German Flash Services PMI,High,54.9,54.8,55.3
"Mar 22, 2019",2:00am,EUR,Flash Manufacturing PMI,Medium,47.6,49.5,49.3
"Mar 22, 2019",2:00am,EUR,Flash Services PMI,Medium,52.7,52.7,52.8
"Mar 25, 2019",2:00am,EUR,German ifo Business Climate,Medium,99.6,98.7,98.7
"Mar 27, 2019",1:00am,EUR,ECB President Draghi Speaks,High,,,
"Mar 28, 2019",All Day,EUR,German Prelim CPI m/m,Medium,0.4%,0.6%,0.4%
"Apr 1, 2019",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.8%,0.9%,1.0%
"Apr 1, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.4%,1.5%,1.5%
"Apr 4, 2019",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Apr 10, 2019",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Apr 10, 2019",4:45am,EUR,Monetary Policy Statement,High,,,
"Apr 10, 2019",5:30am,EUR,ECB Press Conference,High,,,
"Apr 16, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,3.1,0.9,-3.6
"Apr 18, 2019",12:15am,EUR,French Flash Services PMI,High,50.5,49.8,49.1
"Apr 18, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,49.6,50.0,49.7
"Apr 18, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,44.5,45.2,44.1
"Apr 18, 2019",12:30am,EUR,German Flash Services PMI,High,55.6,55.0,55.4
"Apr 18, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,47.8,48.1,47.5
"Apr 18, 2019",1:00am,EUR,Flash Services PMI,Medium,52.5,53.1,53.3
"Apr 24, 2019",1:00am,EUR,German ifo Business Climate,Medium,99.2,99.9,99.7
"Apr 25, 2019",12:00am,EUR,Spanish Unemployment Rate,Medium,14.7%,14.5%,14.5%
"Apr 28, 2019",All Day,EUR,Spanish Parliamentary Election,High,,,
"Apr 30, 2019",12:00am,EUR,Spanish Flash GDP q/q,Medium,0.7%,0.6%,0.6%
"Apr 30, 2019",All Day,EUR,German Prelim CPI m/m,Medium,1.0%,0.5%,0.4%
"Apr 30, 2019",2:00am,EUR,Prelim Flash GDP q/q,Medium,0.4%,0.3%,0.2%
"May 3, 2019",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,1.2%,1.0%,0.8%
"May 3, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.7%,1.6%,1.4%
"May 7, 2019",4:50am,EUR,EU Economic Forecasts,Medium,,,
"May 8, 2019",4:34am,EUR,ECB President Draghi Speaks,High,,,
"May 22, 2019",12:38am,EUR,ECB President Draghi Speaks,High,,,
"May 23, 2019",12:15am,EUR,French Flash Services PMI,High,51.7,50.7,50.5
"May 23, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,50.6,50.1,50.0
"May 23, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,44.3,44.9,44.4
"May 23, 2019",12:30am,EUR,German Flash Services PMI,High,55.0,55.2,55.7
"May 23, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,47.7,48.2,47.9
"May 23, 2019",1:00am,EUR,Flash Services PMI,Medium,52.5,53.0,52.8
"May 23, 2019",1:00am,EUR,German ifo Business Climate,Medium,97.9,99.2,99.2
"May 23, 2019",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"May 26, 2019",Day 4,EUR,European Parliamentary Elections,High,,,
"May 29, 2019",12:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"May 31, 2019",All Day,EUR,German Prelim CPI m/m,Medium,0.2%,0.3%,1.0%
"May 14, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,-2.1,5.1,3.1
"May 14, 2019",11:00pm,EUR,German Prelim GDP q/q,High,0.4%,0.4%,0.0%
"May 15, 2019",2:00am,EUR,Flash GDP q/q,Medium,0.4%,0.4%,0.4%
"May 16, 2019",1:15am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Jun 4, 2019",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.8%,1.0%,1.3%
"Jun 4, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.2%,1.4%,1.7%
"Jun 6, 2019",4:45am,EUR,Monetary Policy Statement,High,,,
"Jun 6, 2019",4:45am,EUR,Main Refinancing Rate,Medium,0.00%,0.00%,0.00%
"Jun 6, 2019",5:30am,EUR,ECB Press Conference,High,,,
"Jun 24, 2019",1:00am,EUR,German ifo Business Climate,Medium,97.4,97.4,97.9
"Jun 27, 2019",All Day,EUR,German Prelim CPI m/m,Medium,0.3%,0.2%,0.2%
"Jun 28, 2019",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,1.1%,1.0%,0.8%
"Jun 28, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.2%,1.2%,1.2%
"Jun 12, 2019",1:15am,EUR,ECB President Draghi Speaks,High,,,
"Jun 17, 2019",11:00am,EUR,ECB President Draghi Speaks,High,,,
"Jun 18, 2019",1:00am,EUR,ECB President Draghi Speaks,High,,,
"Jun 18, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,-21.1,-5.7,-2.1
"Jun 19, 2019",7:00am,EUR,ECB President Draghi Speaks,High,,,
"Jun 21, 2019",12:15am,EUR,French Flash Services PMI,High,53.1,51.6,51.5
"Jun 21, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,52.0,51.0,50.6
"Jun 21, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,45.4,44.6,44.3
"Jun 21, 2019",12:30am,EUR,German Flash Services PMI,High,55.6,55.3,55.4
"Jun 21, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,47.8,48.0,47.7
"Jun 21, 2019",1:00am,EUR,Flash Services PMI,Medium,53.4,53.0,52.9
"Jul 7, 2019",All Day,EUR,Greek Parliamentary Election,Medium,,,
"Jul 10, 2019",2:15am,EUR,EU Economic Forecasts,Medium,,,
"Jul 11, 2019",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Jul 16, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,-24.5,-22.1,-21.1
"Jul 24, 2019",12:15am,EUR,French Flash Services PMI,High,52.2,52.7,52.9
"Jul 24, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,50.0,51.6,51.9
"Jul 24, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,43.1,45.1,45.0
"Jul 24, 2019",12:30am,EUR,German Flash Services PMI,High,55.4,55.3,55.8
"Jul 24, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,46.4,47.6,47.6
"Jul 24, 2019",1:00am,EUR,Flash Services PMI,Medium,53.3,53.3,53.6
"Jul 25, 2019",12:00am,EUR,Spanish Unemployment Rate,Medium,14.0%,13.7%,14.7%
"Jul 25, 2019",1:00am,EUR,German ifo Business Climate,Medium,95.7,97.1,97.5
"Jul 25, 2019",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Jul 25, 2019",4:45am,EUR,Monetary Policy Statement,High,,,
"Jul 25, 2019",5:30am,EUR,ECB Press Conference,High,,,
"Jul 30, 2019",All Day,EUR,German Prelim CPI m/m,Medium,0.5%,0.3%,0.3%
"Jul 31, 2019",12:00am,EUR,Spanish Flash GDP q/q,Medium,0.5%,0.6%,0.7%
"Jul 31, 2019",2:00am,EUR,Core CPI Flash Estimate y/y,Medium,0.9%,1.0%,1.1%
"Jul 31, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.1%,1.0%,1.2%
"Aug 22, 2019",12:15am,EUR,French Flash Services PMI,High,53.3,52.5,52.6
"Aug 22, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,51.0,49.5,49.7
"Aug 22, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,43.6,43.1,43.2
"Aug 22, 2019",12:30am,EUR,German Flash Services PMI,High,54.4,54.1,54.5
"Aug 22, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,47.0,46.3,46.5
"Aug 22, 2019",1:00am,EUR,Flash Services PMI,Medium,53.4,53.0,53.2
"Aug 22, 2019",4:30am,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
"Aug 13, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,-44.1,-27.8,-24.5
"Aug 13, 2019",11:00pm,EUR,German Prelim GDP q/q,Medium,-0.1%,-0.1%,0.4%
"Aug 26, 2019",1:00am,EUR,German ifo Business Climate,Medium,94.3,95.1,95.8
"Aug 29, 2019",All Day,EUR,German Prelim CPI m/m,Medium,-0.2%,-0.1%,0.5%
"Aug 30, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.0%,1.0%,1.0%
"Sep 4, 2019",1:50am,EUR,ECB President Lagarde Speaks,High,,,
"Sep 17, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,-22.5,-38.0,-44.1
"Sep 12, 2019",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Sep 12, 2019",4:45am,EUR,Monetary Policy Statement,High,,,
"Sep 12, 2019",5:30am,EUR,ECB Press Conference,High,,,
"Sep 23, 2019",12:15am,EUR,French Flash Services PMI,High,51.6,53.1,53.4
"Sep 23, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,50.3,50.9,51.1
"Sep 23, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,41.4,44.6,43.5
"Sep 23, 2019",12:30am,EUR,German Flash Services PMI,High,52.5,54.3,54.8
"Sep 23, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,45.6,47.6,47.0
"Sep 23, 2019",1:00am,EUR,Flash Services PMI,Medium,52.0,53.1,53.5
"Sep 23, 2019",6:00am,EUR,ECB President Draghi Speaks,High,,,
"Sep 24, 2019",1:00am,EUR,German ifo Business Climate,Medium,94.6,94.5,94.3
"Sep 26, 2019",6:30am,EUR,ECB President Draghi Speaks,High,,,
"Sep 30, 2019",All Day,EUR,German Prelim CPI m/m,Medium,0.0%,0.1%,-0.2%
"Oct 1, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,0.9%,1.0%,1.0%
"Oct 1, 2019",10:30am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Oct 9, 2019",All Day,EUR,Eurogroup Meetings,High,,,
"Oct 10, 2019",4:30am,EUR,ECB Monetary Policy Meeting Accounts,High,,,
"Oct 11, 2019",All Day,EUR,ECOFIN Meetings,High,,,
"Oct 15, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,-22.8,-27.0,-22.5
"Oct 16, 2019",10:00am,EUR,German Buba President Weidmann Speaks,Medium,,,
"Oct 17, 2019",Day 1,EUR,EU Economic Summit,High,,,
"Oct 18, 2019",Day 2,EUR,EU Economic Summit,High,,,
"Oct 24, 2019",12:00am,EUR,Spanish Unemployment Rate,Medium,13.9%,13.8%,14.0%
"Oct 24, 2019",12:15am,EUR,French Flash Services PMI,High,52.9,51.6,51.1
"Oct 24, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,50.5,50.0,50.1
"Oct 24, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,41.9,42.0,41.7
"Oct 24, 2019",12:30am,EUR,German Flash Services PMI,High,51.2,52.0,51.4
"Oct 24, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,45.7,46.1,45.7
"Oct 24, 2019",1:00am,EUR,Flash Services PMI,Medium,51.8,51.9,51.6
"Oct 24, 2019",4:45am,EUR,Monetary Policy Statement,High,,,
"Oct 24, 2019",4:45am,EUR,Main Refinancing Rate,Medium,0.00%,0.00%,0.00%
"Oct 24, 2019",5:30am,EUR,ECB Press Conference,High,,,
"Oct 25, 2019",1:00am,EUR,German ifo Business Climate,Medium,94.6,94.5,94.6
"Nov 4, 2019",11:30am,EUR,ECB President Lagarde Speaks,High,,,
"Nov 7, 2019",2:00am,EUR,EU Economic Forecasts,High,,,
"Nov 10, 2019",All Day,EUR,Spanish Parliamentary Election,Medium,,,
"Nov 12, 2019",2:00am,EUR,German ZEW Economic Sentiment,Medium,-2.1,-13.2,-22.8
"Nov 13, 2019",11:00pm,EUR,German Prelim GDP q/q,High,0.1%,-0.1%,-0.1%
"Nov 21, 2019",4:30am,EUR,ECB Monetary Policy Meeting Accounts,High,,,
"Nov 22, 2019",12:15am,EUR,French Flash Services PMI,High,52.9,53.0,52.9
"Nov 22, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,51.6,50.9,50.7
"Nov 22, 2019",12:27am,EUR,ECB President Lagarde Speaks,High,,,
"Nov 22, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,43.8,42.9,42.1
"Nov 22, 2019",12:30am,EUR,German Flash Services PMI,High,51.3,52.0,51.6
"Nov 22, 2019",1:00am,EUR,Flash Manufacturing PMI,High,46.6,46.4,45.9
"Nov 22, 2019",1:00am,EUR,Flash Services PMI,Medium,51.5,52.4,52.2
"Oct 28, 2019",8:00am,EUR,ECB President Draghi Speaks,High,,,
"Oct 30, 2019",All Day,EUR,German Prelim CPI m/m,Medium,0.1%,0.0%,0.0%
"Oct 31, 2019",1:00am,EUR,Spanish Flash GDP q/q,Medium,0.4%,0.4%,0.4%
"Oct 31, 2019",3:00am,EUR,CPI Flash Estimate y/y,Medium,0.7%,0.7%,0.8%
"Nov 25, 2019",1:00am,EUR,German ifo Business Climate,Medium,95.0,94.9,94.7
"Nov 27, 2019",All Day,EUR,German Prelim CPI m/m,Medium,-0.8%,-0.7%,0.1%
"Nov 29, 2019",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.0%,0.8%,0.7%
"Dec 2, 2019",12:15am,EUR,Spanish Manufacturing PMI,Medium,47.5,46.5,46.8
"Dec 2, 2019",6:00am,EUR,ECB President Lagarde Speaks,High,,,
"Dec 10, 2019",2:00am,EUR,German ZEW Economic Sentiment,High,10.7,1.1,-2.1
"Dec 12, 2019",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Dec 12, 2019",4:45am,EUR,Monetary Policy Statement,High,,,
"Dec 12, 2019",5:30am,EUR,ECB Press Conference,High,,,
"Dec 16, 2019",12:15am,EUR,French Flash Services PMI,High,52.4,52.1,52.2
"Dec 16, 2019",12:15am,EUR,French Flash Manufacturing PMI,Medium,50.3,51.5,51.7
"Dec 16, 2019",12:30am,EUR,German Flash Manufacturing PMI,High,43.4,44.6,44.1
"Dec 16, 2019",12:30am,EUR,German Flash Services PMI,High,52.0,52.1,51.7
"Dec 16, 2019",1:00am,EUR,Flash Manufacturing PMI,Medium,45.9,47.3,46.9
"Dec 16, 2019",1:00am,EUR,Flash Services PMI,Medium,52.4,52.0,51.9
"Dec 18, 2019",12:30am,EUR,ECB President Lagarde Speaks,Medium,,,
"Dec 18, 2019",1:00am,EUR,German ifo Business Climate,Medium,96.3,95.6,95.1
"Jan 7, 2020",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.3%,1.3%,1.0%
"Jan 16, 2020",4:30am,EUR,ECB Monetary Policy Meeting Accounts,High,,,
"Jan 16, 2020",10:00am,EUR,ECB President Lagarde Speaks,High,,,
"Jan 21, 2020",2:00am,EUR,German ZEW Economic Sentiment,Medium,26.7,15.2,10.7
"Jan 22, 2020",All Day,EUR,Greek Presidential Elections,Medium,,,
"Jan 23, 2020",4:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Jan 23, 2020",4:45am,EUR,Monetary Policy Statement,High,,,
"Jan 23, 2020",5:30am,EUR,ECB Press Conference,High,,,
"Jan 24, 2020",12:15am,EUR,French Flash Services PMI,High,51.7,52.2,52.4
"Jan 24, 2020",12:15am,EUR,French Flash Manufacturing PMI,Medium,51.0,50.6,50.4
"Jan 24, 2020",12:30am,EUR,German Flash Manufacturing PMI,High,45.2,44.5,43.7
"Jan 24, 2020",12:30am,EUR,German Flash Services PMI,High,54.2,53.0,52.9
"Jan 24, 2020",1:00am,EUR,Flash Manufacturing PMI,Medium,47.8,46.9,46.3
"Jan 24, 2020",1:00am,EUR,Flash Services PMI,Medium,52.2,52.9,52.8
"Jan 24, 2020",1:30am,EUR,ECB President Lagarde Speaks,High,,,
"Jan 27, 2020",1:00am,EUR,German ifo Business Climate,High,95.9,97.1,96.3
"Jan 28, 2020",12:00am,EUR,Spanish Unemployment Rate,Medium,13.8%,14.0%,13.9%
"Jan 29, 2020",All Day,EUR,German Prelim CPI m/m,Medium,-0.6%,-0.6%,0.5%
"Jan 31, 2020",12:00am,EUR,Spanish Flash GDP q/q,Medium,0.5%,0.4%,0.4%
"Jan 31, 2020",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.4%,1.4%,1.3%
"Feb 5, 2020",4:15am,EUR,ECB President Lagarde Speaks,High,,,
"Feb 6, 2020",12:00am,EUR,ECB President Lagarde Speaks,High,,,
"Feb 11, 2020",6:00am,EUR,ECB President Lagarde Speaks,High,,,
"Feb 13, 2020",2:00am,EUR,EU Economic Forecasts,Medium,,,
"Feb 13, 2020",11:00pm,EUR,German Prelim GDP q/q,High,0.0%,0.1%,0.1%
"Feb 18, 2020",2:00am,EUR,German ZEW Economic Sentiment,High,8.7,20.0,26.7
"Feb 20, 2020",4:30am,EUR,ECB Monetary Policy Meeting Accounts,High,,,
"Feb 21, 2020",12:15am,EUR,French Flash Services PMI,High,52.6,51.4,51.0
"Feb 21, 2020",12:15am,EUR,French Flash Manufacturing PMI,Medium,49.7,50.8,51.1
"Feb 21, 2020",12:30am,EUR,German Flash Manufacturing PMI,High,47.8,44.8,45.3
"Feb 21, 2020",12:30am,EUR,German Flash Services PMI,High,53.3,53.9,54.2
"Feb 21, 2020",1:00am,EUR,Flash Manufacturing PMI,Medium,49.1,47.4,47.9
"Feb 21, 2020",1:00am,EUR,Flash Services PMI,Medium,52.8,52.4,52.5
"Feb 24, 2020",1:00am,EUR,German ifo Business Climate,High,96.1,95.0,96.0
"Feb 26, 2020",5:30am,EUR,ECB President Lagarde Speaks,High,,,
"Feb 27, 2020",All Day,EUR,German Prelim CPI m/m,Medium,0.4%,0.3%,-0.6%
"Mar 3, 2020",2:00am,EUR,CPI Flash Estimate y/y,Medium,1.2%,1.4%,1.4%
"Mar 12, 2020",5:45am,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
"Mar 12, 2020",5:45am,EUR,Monetary Policy Statement,High,,,
"Mar 12, 2020",6:30am,EUR,ECB Press Conference,High,,,
"Mar 17, 2020",3:00am,EUR,German ZEW Economic Sentiment,High,-49.5,-29.7,8.7
"Mar 17, 2020",All Day,EUR,EU Economic Summit,High,,,
"Mar 19, 2020",2:00am,EUR,German ifo Business Climate,High,87.7,,96.0
