date,time_utc,currency,event_name,impact_level,actual_value,forecast_value,previous_value
2018-01-22,7:14pm,JPY,Monetary Policy Statement,High,,,
2018-01-22,7:14pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2018-01-22,10:30pm,JPY,BOJ Press Conference,High,,,
2018-01-26,6:00am,JPY,BOJ Gov Kuroda Speaks,High,,,
2018-03-06,9:00pm,JPY,Leading Indicators,Medium,104.8%,106.5%,107.4%
2018-03-08,6:46pm,JPY,BOJ Policy Rate,High,-0.10%,-0.10%,-0.10%
2018-03-08,6:46pm,JPY,Monetary Policy Statement,High,,,
2018-03-08,10:30pm,JPY,BOJ Press Conference,High,,,
2018-04-11,5:30pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2018-04-26,8:03pm,JPY,BOJ Outlook Report,High,,,
2018-04-26,8:03pm,JPY,Monetary Policy Statement,High,,,
2018-04-26,8:03pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2018-04-26,11:29pm,JPY,BOJ Press Conference,High,,,
2018-05-15,4:50pm,JPY,Prelim GDP q/q,Medium,-0.2%,0.0%,0.4%
2018-05-29,5:00pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2018-06-14,7:41pm,JPY,Monetary Policy Statement,High,,,
2018-06-14,7:41pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2018-06-14,11:28pm,JPY,BOJ Press Conference,High,,,
2018-06-20,6:30am,JPY,BOJ Gov Kuroda Speaks,High,,,
2018-07-08,5:30pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2018-07-30,9:03pm,JPY,BOJ Outlook Report,High,,,
2018-07-30,9:03pm,JPY,Monetary Policy Statement,High,,,
2018-07-30,9:03pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2018-07-30,11:29pm,JPY,BOJ Press Conference,High,,,
2018-08-09,4:50pm,JPY,Prelim GDP q/q,Medium,0.5%,0.3%,-0.2%
2018-09-02,10:40pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2018-09-06,5:00pm,JPY,Average Cash Earnings y/y,Medium,1.5%,2.4%,3.3%
2018-09-18,7:47pm,JPY,Monetary Policy Statement,High,,,
2018-09-18,7:47pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2018-09-18,11:30pm,JPY,BOJ Press Conference,High,,,
2018-09-24,10:35pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2018-10-04,5:00pm,JPY,Average Cash Earnings y/y,Medium,0.9%,1.3%,1.6%
2018-10-17,5:30pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2018-10-18,11:30pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2018-11-13,3:50pm,JPY,Prelim GDP q/q,Medium,-0.3%,-0.3%,0.7%
2018-11-04,5:00pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2018-11-06,4:00pm,JPY,Average Cash Earnings y/y,Medium,1.1%,1.2%,0.8%
2018-10-30,8:08pm,JPY,BOJ Outlook Report,High,,,
2018-10-30,8:08pm,JPY,Monetary Policy Statement,High,,,
2018-10-30,8:08pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2018-10-30,11:30pm,JPY,BOJ Press Conference,High,,,
2018-12-06,4:00pm,JPY,Average Cash Earnings y/y,Medium,1.5%,1.0%,0.8%
2018-12-19,6:52pm,JPY,Monetary Policy Statement,High,,,
2018-12-19,6:52pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2018-12-19,10:30pm,JPY,BOJ Press Conference,High,,,
2018-12-25,8:00pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2019-01-08,4:00pm,JPY,Average Cash Earnings y/y,Medium,2.0%,1.3%,1.5%
2019-01-16,7:20pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2019-01-22,6:59pm,JPY,BOJ Outlook Report,High,,,
2019-01-22,6:59pm,JPY,Monetary Policy Statement,High,,,
2019-01-22,6:59pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2019-01-22,10:30pm,JPY,BOJ Press Conference,High,,,
2019-02-07,3:30pm,JPY,Average Cash Earnings y/y,Medium,1.8%,1.7%,1.7%
2019-02-13,3:50pm,JPY,Prelim GDP q/q,Medium,0.3%,0.4%,-0.6%
2019-03-14,7:40pm,JPY,Monetary Policy Statement,High,,,
2019-03-14,11:32pm,JPY,BOJ Press Conference,High,,,
2019-03-15,1:55am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2019-04-24,8:27pm,JPY,BOJ Outlook Report,High,,,
2019-04-24,8:27pm,JPY,Monetary Policy Statement,High,,,
2019-04-24,11:32pm,JPY,BOJ Press Conference,High,,,
2019-05-26,8:00pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2019-05-28,5:00pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2019-06-06,1:25am,JPY,BOJ Gov Kuroda Speaks,High,,,
2019-06-19,7:45pm,JPY,Monetary Policy Statement,High,,,
2019-06-19,11:30pm,JPY,BOJ Press Conference,High,,,
2019-07-07,5:30pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2019-07-22,8:00am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2019-07-29,7:55pm,JPY,BOJ Outlook Report,High,,,
2019-07-29,7:55pm,JPY,Monetary Policy Statement,High,,,
2019-07-29,11:30pm,JPY,BOJ Press Conference,High,,,
2019-09-18,7:50pm,JPY,Monetary Policy Statement,High,,,
2019-09-18,11:30pm,JPY,BOJ Press Conference,High,,,
2019-09-23,10:30pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2019-09-25,11:35pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2019-10-14,5:30pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2019-10-30,8:32pm,JPY,BOJ Outlook Report,High,,,
2019-10-30,8:32pm,JPY,Monetary Policy Statement,High,,,
2019-10-30,11:30pm,JPY,BOJ Press Conference,Medium,,,
2019-11-27,8:30pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2019-12-18,6:45pm,JPY,Monetary Policy Statement,High,,,
2019-12-18,10:30pm,JPY,BOJ Press Conference,Medium,,,
2020-01-14,4:30pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2020-01-20,7:01pm,JPY,Monetary Policy Statement,High,,,
2020-01-20,7:02pm,JPY,BOJ Outlook Report,High,,,
2020-01-20,10:31pm,JPY,BOJ Press Conference,Medium,,,
2020-01-24,1:30am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2020-03-15,10:06pm,JPY,BOJ Policy Rate,High,-0.10%,-0.10%,-0.10%
2020-03-15,10:06pm,JPY,Monetary Policy Statement,High,,,
2020-03-16,12:00am,JPY,BOJ Press Conference,Medium,,,
2020-04-08,5:30pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2020-04-26,8:08pm,JPY,Monetary Policy Statement,High,,,
2020-04-26,8:09pm,JPY,BOJ Outlook Report,High,,,
2020-04-26,11:32pm,JPY,BOJ Press Conference,Medium,,,
2020-05-21,6:00pm,JPY,Monetary Policy Statement,High,,,
2020-05-25,6:00pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2020-06-15,7:33pm,JPY,Monetary Policy Statement,High,,,
2020-06-15,11:30pm,JPY,BOJ Press Conference,Medium,,,
2020-07-14,7:57pm,JPY,BOJ Outlook Report,High,,,
2020-07-14,7:57pm,JPY,Monetary Policy Statement,High,,,
2020-07-14,11:30pm,JPY,BOJ Press Conference,Medium,,,
2020-08-05,5:00am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2020-09-16,7:52pm,JPY,Monetary Policy Statement,High,,,
2020-09-16,11:32pm,JPY,BOJ Press Conference,Medium,,,
2020-10-06,4:05pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2020-10-28,8:12pm,JPY,BOJ Outlook Report,High,,,
2020-10-28,8:12pm,JPY,Monetary Policy Statement,High,,,
2020-10-28,11:30pm,JPY,BOJ Press Conference,Medium,,,
2020-12-17,7:13pm,JPY,Monetary Policy Statement,High,,,
2020-12-17,10:30pm,JPY,BOJ Press Conference,Medium,,,
2021-01-20,6:38pm,JPY,BOJ Outlook Report,High,,,
2021-01-20,6:38pm,JPY,Monetary Policy Statement,High,,,
2021-01-20,10:30pm,JPY,BOJ Press Conference,Medium,,,
2021-03-15,9:06pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2021-03-18,8:39pm,JPY,Monetary Policy Statement,Medium,,,
2021-03-18,11:30pm,JPY,BOJ Press Conference,Medium,,,
2021-03-24,7:15pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2021-04-26,8:02pm,JPY,BOJ Outlook Report,High,,,
2021-04-26,8:02pm,JPY,Monetary Policy Statement,Medium,,,
2021-04-26,11:30pm,JPY,BOJ Press Conference,Medium,,,
2021-05-24,4:06am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2021-06-17,8:30pm,JPY,Monetary Policy Statement,Medium,,,
2021-06-17,11:30pm,JPY,BOJ Press Conference,Medium,,,
2021-07-15,7:56pm,JPY,BOJ Outlook Report,High,,,
2021-07-15,7:56pm,JPY,Monetary Policy Statement,Medium,,,
2021-07-15,11:33pm,JPY,BOJ Press Conference,Medium,,,
2021-07-27,12:30am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2021-09-21,7:48pm,JPY,Monetary Policy Statement,Medium,,,
2021-09-21,11:30pm,JPY,BOJ Press Conference,Medium,,,
2021-09-26,10:35pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2021-09-29,8:45am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2021-09-30,12:05am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2021-10-04,9:30pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2021-10-27,7:45pm,JPY,BOJ Outlook Report,High,,,
2021-10-27,7:45pm,JPY,Monetary Policy Statement,Medium,,,
2021-10-27,11:30pm,JPY,BOJ Press Conference,Medium,,,
2021-10-30,All Day,JPY,Lower House Elections,Medium,,,
2021-11-29,12:34am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2021-12-16,6:56pm,JPY,Monetary Policy Statement,Medium,,,
2021-12-16,10:30pm,JPY,BOJ Press Conference,Medium,,,
2021-12-22,8:31pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2022-01-17,6:45pm,JPY,BOJ Outlook Report,High,,,
2022-01-17,6:45pm,JPY,Monetary Policy Statement,Medium,,,
2022-01-17,10:30pm,JPY,BOJ Press Conference,Medium,,,
2022-03-17,7:51pm,JPY,Monetary Policy Statement,Medium,,,
2022-03-17,11:30pm,JPY,BOJ Press Conference,Medium,,,
2022-04-10,5:30pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2022-04-12,11:15pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2022-04-27,8:11pm,JPY,BOJ Outlook Report,High,,,
2022-04-27,8:11pm,JPY,Monetary Policy Statement,Medium,,,
2022-04-27,11:30pm,JPY,BOJ Press Conference,Medium,,,
2022-05-25,4:05am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2022-06-16,7:43pm,JPY,Monetary Policy Statement,High,,,
2022-06-16,11:30pm,JPY,BOJ Press Conference,High,,,
2022-07-10,All Day,JPY,Upper House Elections,High,,,
2022-07-10,5:58pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2022-07-20,8:05pm,JPY,BOJ Outlook Report,High,,,
2022-07-20,8:05pm,JPY,Monetary Policy Statement,High,,,
2022-07-20,11:30pm,JPY,BOJ Press Conference,High,,,
2022-09-21,7:51pm,JPY,Monetary Policy Statement,High,,,
2022-09-21,11:30pm,JPY,BOJ Press Conference,High,,,
2022-09-25,10:36pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2022-10-05,7:00pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2022-10-27,7:50pm,JPY,BOJ Outlook Report,High,,,
2022-10-27,7:50pm,JPY,Monetary Policy Statement,High,,,
2022-10-27,11:30pm,JPY,BOJ Press Conference,High,,,
2022-12-01,5:30pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2022-12-19,7:01pm,JPY,Monetary Policy Statement,High,,,
2022-12-19,10:30pm,JPY,BOJ Press Conference,High,,,
2022-12-25,8:22pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2023-01-10,2:10am,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2023-01-17,6:40pm,JPY,BOJ Outlook Report,High,,,
2023-01-17,6:40pm,JPY,Monetary Policy Statement,High,,,
2023-01-17,10:30pm,JPY,BOJ Press Conference,High,,,
2023-02-23,4:34pm,JPY,BOJ Gov Ueda Speaks,High,,,
2023-02-26,8:10pm,JPY,BOJ Gov Ueda Speaks,High,,,
2023-03-09,6:31pm,JPY,Monetary Policy Statement,High,,,
2023-03-09,10:30pm,JPY,BOJ Press Conference,High,,,
2023-03-23,4:30pm,JPY,National Core CPI y/y,Medium,3.1%,3.1%,4.2%
2023-03-27,9:00pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,
2023-03-30,4:30pm,JPY,Tokyo Core CPI y/y,Medium,3.2%,3.1%,3.3%
2023-04-27,4:30pm,JPY,Tokyo Core CPI y/y,High,3.5%,3.2%,3.2%
2023-04-27,9:00pm,JPY,BOJ Outlook Report,High,,,
2023-04-27,9:00pm,JPY,Monetary Policy Statement,High,,,
2023-04-27,9:00pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2023-04-27,11:30pm,JPY,BOJ Press Conference,High,,,
2023-05-25,4:30pm,JPY,Tokyo Core CPI y/y,Medium,3.2%,3.4%,3.5%
2023-06-15,7:47pm,JPY,Monetary Policy Statement,High,,,
2023-06-15,7:47pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2023-06-15,11:30pm,JPY,BOJ Press Conference,High,,,
2023-06-28,6:30am,JPY,BOJ Gov Ueda Speaks,High,,,
2023-06-29,4:30pm,JPY,Tokyo Core CPI y/y,Medium,3.2%,3.4%,3.1%
2023-07-20,4:30pm,JPY,National Core CPI y/y,Medium,3.3%,3.3%,3.2%
2023-07-27,4:30pm,JPY,Tokyo Core CPI y/y,Medium,3.0%,2.9%,3.2%
2023-07-27,8:28pm,JPY,BOJ Outlook Report,High,,,
2023-07-27,8:28pm,JPY,Monetary Policy Statement,High,,,
2023-07-27,8:28pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2023-07-27,11:30pm,JPY,BOJ Press Conference,High,,,
2023-08-24,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.8%,2.9%,3.0%
2023-08-26,9:25am,JPY,BOJ Gov Ueda Speaks,Medium,,,
2023-09-21,7:52pm,JPY,Monetary Policy Statement,High,,,
2023-09-21,7:52pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2023-09-21,11:30pm,JPY,BOJ Press Conference,High,,,
2023-09-24,10:35pm,JPY,BOJ Gov Ueda Speaks,High,,,
2023-09-28,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.5%,2.6%,2.8%
2023-09-29,11:01pm,JPY,BOJ Gov Ueda Speaks,High,,,
2023-10-26,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.7%,2.5%,2.5%
2023-10-30,8:28pm,JPY,BOJ Outlook Report,High,,,
2023-10-30,8:28pm,JPY,BOJ Policy Rate,High,-0.10%,-0.10%,-0.10%
2023-10-30,8:28pm,JPY,Monetary Policy Statement,High,,,
2023-10-30,11:40pm,JPY,BOJ Press Conference,High,,,
2023-11-05,5:05pm,JPY,BOJ Gov Ueda Speaks,High,,,
2023-12-04,3:30pm,JPY,Tokyo Core CPI y/y,Medium,2.3%,2.4%,2.7%
2023-12-18,6:49pm,JPY,Monetary Policy Statement,High,,,
2023-12-18,6:49pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2023-12-18,10:30pm,JPY,BOJ Press Conference,High,,,
2023-12-24,8:00pm,JPY,BOJ Gov Ueda Speaks,Medium,,,
2024-01-08,3:30pm,JPY,Tokyo Core CPI y/y,Medium,2.1%,2.1%,2.3%
2024-01-22,7:09pm,JPY,BOJ Outlook Report,High,,,
2024-01-22,7:09pm,JPY,Monetary Policy Statement,High,,,
2024-01-22,7:09pm,JPY,BOJ Policy Rate,Medium,-0.10%,-0.10%,-0.10%
2024-01-22,10:30pm,JPY,BOJ Press Conference,High,,,
2024-01-25,3:30pm,JPY,Tokyo Core CPI y/y,Medium,1.6%,1.9%,2.1%
2024-03-04,3:30pm,JPY,Tokyo Core CPI y/y,Medium,2.5%,2.5%,1.8%
2024-03-04,8:00pm,JPY,BOJ Gov Ueda Speaks,High,,,
2024-03-10,4:50pm,JPY,Final GDP q/q,Medium,0.1%,0.3%,-0.1%
2024-03-18,8:36pm,JPY,BOJ Policy Rate,High,<0.10%,-0.10%,-0.10%
2024-03-18,8:36pm,JPY,Monetary Policy Statement,High,,,
2024-03-18,11:30pm,JPY,BOJ Press Conference,High,,,
2024-03-21,4:30pm,JPY,National Core CPI y/y,Medium,2.8%,2.8%,2.0%
2024-03-28,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.4%,2.4%,2.5%
2024-04-25,4:30pm,JPY,Tokyo Core CPI y/y,Medium,1.6%,2.2%,2.4%
2024-04-25,8:22pm,JPY,BOJ Outlook Report,High,,,
2024-04-25,8:22pm,JPY,BOJ Policy Rate,High,<0.10%,<0.10%,<0.10%
2024-04-25,8:22pm,JPY,Monetary Policy Statement,High,,,
2024-04-25,11:30pm,JPY,BOJ Press Conference,High,,,
2024-05-15,4:50pm,JPY,Prelim GDP q/q,Medium,-0.5%,-0.3%,0.1%
2024-05-26,5:05pm,JPY,BOJ Gov Ueda Speaks,High,,,
2024-05-30,4:30pm,JPY,Tokyo Core CPI y/y,Medium,1.9%,1.9%,1.6%
2024-06-13,8:23pm,JPY,BOJ Policy Rate,High,<0.10%,<0.10%,<0.10%
2024-06-13,8:23pm,JPY,Monetary Policy Statement,High,,,
2024-06-13,11:30pm,JPY,BOJ Press Conference,High,,,
2024-06-27,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.1%,2.0%,1.9%
2024-07-25,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.2%,2.2%,2.1%
2024-07-30,8:57pm,JPY,BOJ Outlook Report,High,,,
2024-07-30,8:57pm,JPY,BOJ Policy Rate,High,<0.25%,<0.10%,<0.10%
2024-07-30,8:57pm,JPY,Monetary Policy Statement,High,,,
2024-07-30,11:30pm,JPY,BOJ Press Conference,High,,,
2024-08-22,5:33pm,JPY,BOJ Gov Ueda Speaks,High,,,
2024-08-22,9:00pm,JPY,BOJ Gov Ueda Speaks,High,,,
2024-08-29,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.4%,2.2%,2.2%
2024-09-19,7:52pm,JPY,BOJ Policy Rate,High,<0.25%,<0.25%,<0.25%
2024-09-19,7:52pm,JPY,Monetary Policy Statement,High,,,
2024-09-19,11:30pm,JPY,BOJ Press Conference,High,,,
2024-09-23,10:05pm,JPY,BOJ Gov Ueda Speaks,High,,,
2024-09-26,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.0%,2.0%,2.4%
2024-10-24,4:30pm,JPY,Tokyo Core CPI y/y,Medium,1.8%,1.7%,2.0%
2024-10-26,All Day,JPY,Lower House Elections,High,,,
2024-10-30,7:48pm,JPY,BOJ Outlook Report,High,,,
2024-10-30,7:48pm,JPY,BOJ Policy Rate,High,<0.25%,<0.25%,<0.25%
2024-10-30,7:48pm,JPY,Monetary Policy Statement,High,,,
2024-10-30,11:30pm,JPY,BOJ Press Conference,High,,,
2024-11-17,5:05pm,JPY,BOJ Gov Ueda Speaks,High,,,
2024-11-20,9:12pm,JPY,BOJ Gov Ueda Speaks,High,,,
2024-11-28,3:30pm,JPY,Tokyo Core CPI y/y,Medium,2.2%,2.0%,1.8%
2024-12-18,6:52pm,JPY,BOJ Policy Rate,High,<0.25%,<0.25%,<0.25%
2024-12-18,6:52pm,JPY,Monetary Policy Statement,High,,,
2024-12-18,10:30pm,JPY,BOJ Press Conference,High,,,
2024-12-26,3:30pm,JPY,Tokyo Core CPI y/y,Medium,2.4%,2.5%,2.2%
2025-01-23,7:23pm,JPY,BOJ Outlook Report,High,,,
2025-01-23,7:23pm,JPY,BOJ Policy Rate,High,<0.50%,<0.50%,<0.25%
2025-01-23,7:23pm,JPY,Monetary Policy Statement,High,,,
2025-01-23,10:30pm,JPY,BOJ Press Conference,High,,,
2025-01-30,3:30pm,JPY,Tokyo Core CPI y/y,Medium,2.5%,2.5%,2.4%
2025-02-27,3:30pm,JPY,Tokyo Core CPI y/y,Medium,2.2%,2.3%,2.5%
2025-03-04,4:30pm,JPY,BOJ Gov Ueda Speaks,Medium,,,
2025-03-18,7:25pm,JPY,BOJ Policy Rate,High,<0.50%,<0.50%,<0.50%
2025-03-18,7:25pm,JPY,Monetary Policy Statement,High,,,
2025-03-18,11:30pm,JPY,BOJ Press Conference,High,,,
2025-03-20,4:30pm,JPY,National Core CPI y/y,Medium,3.0%,2.9%,3.2%
2025-03-27,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.4%,2.2%,2.2%
2025-04-08,11:15pm,JPY,BOJ Gov Ueda Speaks,High,,,
2025-04-24,4:30pm,JPY,Tokyo Core CPI y/y,Medium,3.4%,3.2%,2.4%
2025-04-30,8:03pm,JPY,BOJ Outlook Report,High,,,
2025-04-30,8:03pm,JPY,BOJ Policy Rate,High,<0.50%,<0.50%,<0.50%
2025-04-30,8:03pm,JPY,Monetary Policy Statement,High,,,
2025-04-30,11:30pm,JPY,BOJ Press Conference,High,,,
2025-05-26,5:00pm,JPY,BOJ Gov Ueda Speaks,High,,,
2025-05-29,4:30pm,JPY,Tokyo Core CPI y/y,Medium,3.6%,3.5%,3.4%
2025-06-03,12:50am,JPY,BOJ Gov Ueda Speaks,High,,,
2025-06-16,8:30pm,JPY,BOJ Policy Rate,High,<0.50%,<0.50%,<0.50%
2025-06-16,8:30pm,JPY,Monetary Policy Statement,High,,,
2025-06-16,11:30pm,JPY,BOJ Press Conference,High,,,
2025-06-19,11:40pm,JPY,BOJ Gov Ueda Speaks,High,,,
2025-06-26,4:30pm,JPY,Tokyo Core CPI y/y,Medium,3.1%,3.3%,3.6%
2025-07-01,6:30am,JPY,BOJ Gov Ueda Speaks,High,,,
2025-07-20,All Day,JPY,Upper House Elections,High,,,
2025-07-24,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.9%,3.0%,3.1%
2025-07-30,7:57pm,JPY,BOJ Outlook Report,High,,,
2025-07-30,7:57pm,JPY,BOJ Policy Rate,High,<0.50%,<0.50%,<0.50%
2025-07-30,7:57pm,JPY,Monetary Policy Statement,High,,,
2025-07-30,11:30pm,JPY,BOJ Press Conference,High,,,
2025-08-23,9:25am,JPY,BOJ Gov Ueda Speaks,High,,,
2025-08-28,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.5%,2.5%,2.9%
2025-09-18,8:47pm,JPY,BOJ Policy Rate,High,<0.50%,<0.50%,<0.50%
2025-09-18,8:47pm,JPY,Monetary Policy Statement,High,,,
2025-09-18,11:30pm,JPY,BOJ Press Conference,High,,,
2025-09-25,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.5%,2.8%,2.5%
2025-10-02,6:05pm,JPY,BOJ Gov Ueda Speaks,High,,,
2025-10-29,8:15pm,JPY,BOJ Outlook Report,High,,,
2025-10-29,8:15pm,JPY,BOJ Policy Rate,High,<0.50%,<0.50%,<0.50%
2025-10-29,8:15pm,JPY,Monetary Policy Statement,High,,,
2025-10-29,11:30pm,JPY,BOJ Press Conference,High,,,
2025-10-30,4:30pm,JPY,Tokyo Core CPI y/y,Medium,2.8%,2.6%,2.5%
2025-11-27,3:30pm,JPY,Tokyo Core CPI y/y,Medium,2.8%,2.7%,2.8%
2025-11-30,5:05pm,JPY,BOJ Gov Ueda Speaks,High,,,
2025-12-09,1:00am,JPY,BOJ Gov Ueda Speaks,High,,,
2025-12-18,7:19pm,JPY,BOJ Policy Rate,High,<0.75%,<0.75%,<0.50%
2025-12-18,7:19pm,JPY,Monetary Policy Statement,High,,,
2025-12-18,10:30pm,JPY,BOJ Press Conference,High,,,
2025-12-24,8:22pm,JPY,BOJ Gov Ueda Speaks,Medium,,,
2026-01-22,7:07pm,JPY,BOJ Outlook Report,High,,,
2026-01-22,7:07pm,JPY,BOJ Policy Rate,High,<0.75%,<0.75%,<0.75%
2026-01-22,7:07pm,JPY,Monetary Policy Statement,High,,,
2026-01-22,10:30pm,JPY,BOJ Press Conference,High,,,
2026-01-29,3:30pm,JPY,Tokyo Core CPI y/y,Medium,2.0%,2.2%,2.3%
2026-02-07,All Day,JPY,Lower House Elections,High,,,
2026-02-26,3:30pm,JPY,Tokyo Core CPI y/y,Medium,1.8%,1.7%,2.0%
2026-03-02,8:00pm,JPY,BOJ Gov Ueda Speaks,High,,,
2026-03-18,7:46pm,JPY,BOJ Policy Rate,High,<0.75%,<0.75%,<0.75%
2026-03-18,7:46pm,JPY,Monetary Policy Statement,High,,,
2026-03-18,11:30pm,JPY,BOJ Press Conference,High,,,
2026-03-30,4:30pm,JPY,Tokyo Core CPI y/y,Medium,1.7%,1.8%,1.8%
