date,time_utc,currency,event_name,impact_level,actual_value,forecast_value,previous_value
2018-12-11,1:30am,GBP,Unemployment Rate,Medium,4.1%,4.1%,4.1%
2018-12-03,1:30am,GBP,Final Manufacturing PMI,Medium,53.1,51.6,51.1
2018-12-03,9:30am,GBP,MPC Member Haldane Speaks,Medium,,,
2018-12-04,1:15am,GBP,BOE Gov Carney Speaks,High,,,
2018-12-04,1:30am,GBP,Construction PMI,Medium,53.4,52.5,53.2
2018-12-04,10:00am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2018-12-05,1:30am,GBP,Final Services PMI,Medium,50.4,52.5,52.2
2018-12-06,2:00am,GBP,MPC Member Ramsden Speaks,Medium,,,
2018-12-19,1:30am,GBP,CPI y/y,High,2.3%,2.3%,2.4%
2018-12-19,1:30am,GBP,PPI Input m/m,Medium,-2.3%,-2.9%,0.8%
2018-12-19,1:30am,GBP,RPI y/y,Medium,3.2%,3.2%,3.3%
2018-12-20,1:30am,GBP,Retail Sales m/m,High,1.4%,0.3%,-0.4%
2018-12-20,4:00am,GBP,Monetary Policy Summary,High,,,
2018-12-20,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2018-12-20,4:00am,GBP,Official Bank Rate,Medium,0.75%,0.75%,0.75%
2018-12-21,1:30am,GBP,Current Account,High,-26.5B,-21.7B,-20.0B
2018-12-21,1:30am,GBP,Final GDP q/q,Medium,0.6%,0.6%,0.6%
2018-12-21,1:30am,GBP,Public Sector Net Borrowing,Medium,6.3B,7.0B,5.6B
2019-01-09,7:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-01-10,Tentative,GBP,Monetary Policy Report Hearings,High,,,
2019-01-11,1:30am,GBP,GDP m/m,High,0.2%,0.1%,0.1%
2019-01-11,1:30am,GBP,Manufacturing Production m/m,High,-0.3%,0.4%,-0.6%
2018-01-02,1:30am,GBP,Final Manufacturing PMI,Medium,54.2,52.5,53.6
2018-01-04,1:30am,GBP,Final Services PMI,Medium,51.2,50.7,50.4
2018-01-04,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.4B,4.9B,4.8B
2019-01-15,11:39am,GBP,Parliament Brexit Vote,High,Reject,Reject,
2019-01-16,1:15am,GBP,BOE Gov Carney Speaks,High,,,
2019-01-16,1:30am,GBP,CPI y/y,High,2.1%,2.1%,2.3%
2019-01-16,1:30am,GBP,PPI Input m/m,Medium,-1.0%,-1.5%,-2.6%
2019-01-16,1:30am,GBP,RPI y/y,Medium,2.7%,2.9%,3.2%
2019-01-16,11:15am,GBP,Govt Confidence Vote,High,,,
2019-01-17,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2019-01-18,1:30am,GBP,Retail Sales m/m,High,-0.9%,-0.8%,1.3%
2019-01-21,7:35am,GBP,Prime Minister May Speaks,High,,,
2019-01-22,1:30am,GBP,Average Earnings Index 3m/y,High,3.4%,3.3%,3.3%
2019-01-22,1:30am,GBP,Public Sector Net Borrowing,Medium,2.1B,1.1B,6.3B
2019-01-22,1:30am,GBP,Unemployment Rate,Medium,4.0%,4.1%,4.1%
2019-01-23,1:30am,GBP,MPC Member Broadbent Speaks,Medium,,,
2019-01-28,6:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-01-30,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.8B,4.3B,4.6B
2019-02-01,1:30am,GBP,Final Manufacturing PMI,Medium,52.8,53.5,54.2
2019-02-05,1:30am,GBP,Final Services PMI,Medium,50.1,51.1,51.2
2019-02-07,4:00am,GBP,BOE Monetary Policy Report,High,,,
2019-02-07,4:00am,GBP,Monetary Policy Summary,High,,,
2019-02-07,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2019-02-07,4:00am,GBP,Official Bank Rate,Medium,0.75%,0.75%,0.75%
2019-02-07,4:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-02-11,1:30am,GBP,GDP m/m,High,-0.4%,0.0%,0.2%
2019-02-11,1:30am,GBP,Manufacturing Production m/m,High,-0.7%,0.2%,-0.1%
2019-02-11,1:30am,GBP,Prelim GDP q/q,High,0.2%,0.3%,0.6%
2019-02-11,1:30am,GBP,Prelim Business Investment q/q,Medium,-1.4%,-1.3%,-1.1%
2019-02-12,5:00am,GBP,BOE Gov Carney Speaks,High,,,
2019-02-13,1:30am,GBP,CPI y/y,High,1.8%,1.9%,2.1%
2019-02-13,1:30am,GBP,PPI Input m/m,Medium,-0.1%,0.2%,-1.6%
2019-02-13,1:30am,GBP,RPI y/y,Medium,2.5%,2.6%,2.7%
2019-02-14,1:30am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2019-02-15,1:30am,GBP,Retail Sales m/m,High,1.0%,0.2%,-0.7%
2019-02-25,2:00am,GBP,BOE Gov Carney Speaks,High,,,
2019-02-26,2:00am,GBP,Monetary Policy Report Hearings,High,,,
2019-03-01,1:30am,GBP,Final Manufacturing PMI,Medium,52.0,52.0,52.6
2019-03-01,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.8B,4.7B,4.6B
2019-02-19,1:30am,GBP,Average Earnings Index 3m/y,High,3.4%,3.5%,3.4%
2019-02-19,1:30am,GBP,Unemployment Rate,Medium,4.0%,4.0%,4.0%
2019-02-21,1:30am,GBP,Public Sector Net Borrowing,Medium,-15.8B,-11.1B,2.1B
2019-03-05,1:30am,GBP,Final Services PMI,Medium,51.3,50.0,50.1
2019-03-05,7:35am,GBP,BOE Gov Carney Speaks,High,,,
2019-03-06,4:15am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2019-03-06,9:30am,GBP,MPC Member Saunders Speaks,Medium,,,
2019-03-07,1:00am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-03-11,6:00am,GBP,MPC Member Haskel Speaks,Medium,,,
2019-03-12,2:30am,GBP,GDP m/m,High,0.5%,0.2%,-0.4%
2019-03-12,2:30am,GBP,Manufacturing Production m/m,High,0.8%,0.2%,-0.7%
2019-03-12,12:22pm,GBP,Parliament Brexit Vote,High,Reject,Reject,
2019-03-13,5:42am,GBP,Annual Budget Release,High,,,
2019-03-13,12:16pm,GBP,Parliament Brexit Vote,High,Reject,Reject,
2019-03-14,11:23am,GBP,Parliament Brexit Vote,High,Pass,Pass,
2019-03-19,2:18am,GBP,Average Earnings Index 3m/y,High,3.4%,3.2%,3.5%
2019-03-19,2:18am,GBP,Unemployment Rate,Medium,3.9%,4.0%,4.0%
2019-03-20,2:30am,GBP,CPI y/y,High,1.9%,1.8%,1.8%
2019-03-20,2:30am,GBP,PPI Input m/m,Medium,0.6%,0.6%,-0.3%
2019-03-20,2:30am,GBP,RPI y/y,Medium,2.5%,2.5%,2.5%
2019-03-20,1:15pm,GBP,Prime Minister May Speaks,High,,,
2019-03-21,2:30am,GBP,Retail Sales m/m,High,0.4%,-0.4%,0.9%
2019-03-21,2:30am,GBP,Public Sector Net Borrowing,Medium,-0.7B,-0.3B,-14.1B
2019-03-21,5:00am,GBP,Monetary Policy Summary,High,,,
2019-03-21,5:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2019-03-21,5:00am,GBP,Official Bank Rate,High,0.75%,0.75%,0.75%
2019-03-21,5:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2019-03-21,5:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2019-03-26,4:00am,GBP,MPC Member Broadbent Speaks,Medium,,,
2019-03-29,2:30am,GBP,Current Account,High,-23.7B,-22.9B,-23.0B
2019-03-29,2:30am,GBP,Final GDP q/q,Medium,0.2%,0.2%,0.2%
2019-03-29,2:30am,GBP,Net Lending to Individuals m/m,Medium,4.6B,4.6B,4.7B
2019-03-29,7:42am,GBP,Parliament Brexit Vote,High,Reject,Reject,
2019-04-01,1:30am,GBP,Final Manufacturing PMI,Medium,55.1,51.2,52.1
2019-04-03,1:30am,GBP,Final Services PMI,Medium,48.9,51.0,51.3
2019-04-10,1:30am,GBP,GDP m/m,High,0.2%,0.2%,0.5%
2019-04-10,1:30am,GBP,Manufacturing Production m/m,High,0.9%,0.2%,1.1%
2019-04-12,9:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-04-16,1:30am,GBP,Average Earnings Index 3m/y,High,3.5%,3.5%,3.5%
2019-04-16,1:30am,GBP,Unemployment Rate,Medium,3.9%,3.9%,3.9%
2019-04-17,1:30am,GBP,CPI y/y,High,1.9%,2.0%,1.9%
2019-04-17,1:30am,GBP,PPI Input m/m,Medium,-0.2%,0.3%,1.0%
2019-04-17,1:30am,GBP,RPI y/y,Medium,2.4%,2.6%,2.5%
2019-04-17,6:00am,GBP,BOE Gov Carney Speaks,High,,,
2019-04-18,1:30am,GBP,Retail Sales m/m,High,1.1%,-0.3%,0.6%
2019-04-18,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2019-04-24,1:30am,GBP,Public Sector Net Borrowing,Medium,0.8B,-0.8B,-0.5B
2019-04-29,1:10am,GBP,BOE Gov Carney Speaks,High,,,
2019-04-30,12:40am,GBP,MPC Member Ramsden Speaks,Medium,,,
2019-05-01,1:30am,GBP,Final Manufacturing PMI,Medium,53.1,53.2,55.1
2019-05-01,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.7B,4.5B,4.5B
2019-05-02,4:00am,GBP,BOE Monetary Policy Report,High,,,
2019-05-02,4:00am,GBP,Monetary Policy Summary,High,,,
2019-05-02,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2019-05-02,4:00am,GBP,Official Bank Rate,High,0.75%,0.75%,0.75%
2019-05-02,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2019-05-02,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2019-05-02,4:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-05-03,1:30am,GBP,Final Services PMI,Medium,50.4,50.4,48.9
2019-05-07,1:00am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2019-05-07,9:30am,GBP,MPC Member Haldane Speaks,Medium,,,
2019-05-08,1:15am,GBP,MPC Member Ramsden Speaks,Medium,,,
2019-05-10,1:30am,GBP,GDP m/m,High,-0.1%,0.0%,0.2%
2019-05-10,1:30am,GBP,Manufacturing Production m/m,High,0.9%,0.1%,1.0%
2019-05-10,1:30am,GBP,Prelim GDP q/q,High,0.5%,0.5%,0.2%
2019-05-10,1:30am,GBP,Prelim Business Investment q/q,Medium,0.5%,-0.9%,-0.9%
2019-05-20,9:30am,GBP,MPC Member Broadbent Speaks,Medium,,,
2019-05-21,8:00am,GBP,Prime Minister May Speaks,High,,,
2019-05-22,1:30am,GBP,CPI y/y,High,2.1%,2.2%,1.9%
2019-05-22,1:30am,GBP,PPI Input m/m,Medium,1.1%,1.1%,-0.8%
2019-05-22,1:30am,GBP,Public Sector Net Borrowing,Medium,5.0B,5.2B,-1.0B
2019-05-24,1:30am,GBP,Retail Sales m/m,High,0.0%,-0.3%,1.2%
2019-05-14,1:30am,GBP,Average Earnings Index 3m/y,High,3.2%,3.4%,3.5%
2019-05-14,1:30am,GBP,Unemployment Rate,Medium,3.8%,3.9%,3.9%
2019-05-16,10:30am,GBP,MPC Member Haskel Speaks,Medium,,,
2019-06-03,1:30am,GBP,Final Manufacturing PMI,Medium,49.4,52.5,53.1
2019-06-05,12:45am,GBP,MPC Member Ramsden Speaks,Medium,,,
2019-06-05,1:30am,GBP,Final Services PMI,Medium,51.0,50.6,50.4
2019-06-06,2:00am,GBP,BOE Gov Carney Speaks,High,,,
2019-06-26,2:15am,GBP,Monetary Policy Report Hearings,High,,,
2019-06-28,1:30am,GBP,Current Account,High,-30.0B,-32.0B,-23.7B
2019-06-28,1:30am,GBP,Final GDP q/q,Medium,0.5%,0.5%,0.5%
2019-06-10,1:30am,GBP,GDP m/m,High,-0.4%,-0.1%,-0.1%
2019-06-10,1:30am,GBP,Manufacturing Production m/m,High,-3.9%,-1.1%,0.9%
2019-06-10,2:00am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-06-10,10:00am,GBP,MPC Member Saunders Speaks,Medium,,,
2019-06-11,1:30am,GBP,Average Earnings Index 3m/y,High,3.1%,2.9%,3.3%
2019-06-14,5:55am,GBP,BOE Gov Carney Speaks,High,,,
2019-06-18,7:00am,GBP,BOE Gov Carney Speaks,High,,,
2019-06-19,1:30am,GBP,CPI y/y,High,2.0%,2.0%,2.1%
2019-06-19,1:30am,GBP,PPI Input m/m,Medium,0.0%,0.2%,1.9%
2019-06-20,1:30am,GBP,Retail Sales m/m,High,-0.5%,-0.5%,-0.1%
2019-06-20,4:00am,GBP,Monetary Policy Summary,High,,,
2019-06-20,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2019-06-20,4:00am,GBP,Official Bank Rate,High,0.75%,0.75%,0.75%
2019-06-20,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2019-06-20,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2019-06-20,1:00pm,GBP,BOE Gov Carney Speaks,High,,,
2019-06-21,1:30am,GBP,Public Sector Net Borrowing,Medium,4.5B,3.3B,6.2B
2019-06-21,5:30am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-07-01,1:30am,GBP,Final Manufacturing PMI,Medium,48.0,49.5,49.4
2019-07-03,1:30am,GBP,Final Services PMI,Medium,50.2,51.0,51.0
2019-07-03,5:15am,GBP,MPC Member Broadbent Speaks,Medium,,,
2019-07-10,1:30am,GBP,GDP m/m,High,0.3%,0.3%,-0.4%
2019-07-10,1:30am,GBP,Manufacturing Production m/m,High,1.4%,2.2%,-4.2%
2019-07-10,10:10am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-07-11,2:30am,GBP,BOE Financial Stability Report,Medium,,,
2019-07-11,3:00am,GBP,BOE Gov Carney Speaks,High,,,
2019-07-12,1:00am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2019-07-16,1:30am,GBP,Average Earnings Index 3m/y,High,3.4%,3.1%,3.2%
2019-07-16,5:00am,GBP,BOE Gov Carney Speaks,High,,,
2019-07-17,1:30am,GBP,CPI y/y,High,2.0%,2.0%,2.0%
2019-07-17,1:30am,GBP,PPI Input m/m,Medium,-1.4%,-1.0%,0.0%
2019-07-18,1:30am,GBP,Retail Sales m/m,High,1.0%,-0.3%,-0.6%
2019-07-18,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2019-07-19,1:30am,GBP,Public Sector Net Borrowing,Medium,6.5B,3.4B,3.8B
2019-07-23,5:20am,GBP,MPC Member Haldane Speaks,Medium,,,
2019-07-25,3:30am,GBP,Prime Minister Johnson Speaks,High,,,
2019-08-01,1:30am,GBP,Final Manufacturing PMI,Medium,48.0,47.7,48.0
2019-08-01,4:00am,GBP,BOE Monetary Policy Report,High,,,
2019-08-01,4:00am,GBP,Monetary Policy Summary,High,,,
2019-08-01,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2019-08-01,4:00am,GBP,Official Bank Rate,High,0.75%,0.75%,0.75%
2019-08-01,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2019-08-01,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2019-08-01,4:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-08-05,1:30am,GBP,Final Services PMI,Medium,51.4,50.4,50.2
2019-08-09,1:30am,GBP,GDP m/m,High,0.0%,0.1%,0.2%
2019-08-09,1:30am,GBP,Manufacturing Production m/m,High,-0.2%,-0.1%,1.4%
2019-08-09,1:30am,GBP,Prelim GDP q/q,High,-0.2%,0.0%,0.5%
2019-08-21,1:30am,GBP,Public Sector Net Borrowing,Medium,-2.0B,-3.7B,5.7B
2019-08-23,12:00pm,GBP,BOE Gov Carney Speaks,High,,,
2019-08-24,5:00am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-08-13,1:30am,GBP,Average Earnings Index 3m/y,High,3.7%,3.7%,3.5%
2019-08-14,1:30am,GBP,CPI y/y,High,2.1%,1.9%,2.0%
2019-08-14,1:30am,GBP,PPI Input m/m,Medium,0.9%,0.6%,-0.8%
2019-08-15,1:30am,GBP,Retail Sales m/m,High,0.2%,-0.3%,0.9%
2019-08-27,5:00am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-09-02,1:30am,GBP,Final Manufacturing PMI,Medium,47.4,48.0,48.0
2019-09-04,1:30am,GBP,Final Services PMI,Medium,50.6,51.0,51.4
2019-09-04,6:15am,GBP,Monetary Policy Report Hearings,High,,,
2019-09-05,7:30am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-09-18,1:30am,GBP,CPI y/y,High,1.7%,1.8%,2.1%
2019-09-18,1:30am,GBP,PPI Input m/m,Medium,-0.1%,-0.4%,0.6%
2019-09-19,1:30am,GBP,Retail Sales m/m,High,-0.2%,-0.2%,0.4%
2019-09-19,4:00am,GBP,Monetary Policy Summary,High,,,
2019-09-19,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2019-09-19,4:00am,GBP,Official Bank Rate,High,0.75%,0.75%,0.75%
2019-09-19,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2019-09-19,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2019-09-09,1:30am,GBP,GDP m/m,High,0.3%,0.1%,0.0%
2019-09-09,1:30am,GBP,Manufacturing Production m/m,High,0.3%,-0.3%,-0.2%
2019-09-10,1:30am,GBP,Average Earnings Index 3m/y,Medium,4.0%,3.7%,3.8%
2019-09-10,5:11am,GBP,BOE Gov Carney Speaks,High,,,
2019-09-23,2:15am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-09-26,6:45am,GBP,BOE Gov Carney Speaks,High,,,
2019-09-27,12:00am,GBP,MPC Member Saunders Speaks,Medium,,,
2019-09-30,1:30am,GBP,Current Account,High,-25.2B,-19.2B,-33.1B
2019-09-30,1:30am,GBP,Final GDP q/q,Medium,-0.2%,-0.2%,-0.2%
2019-10-01,1:30am,GBP,Final Manufacturing PMI,Medium,48.3,47.0,47.4
2019-10-03,1:30am,GBP,Final Services PMI,Medium,49.5,50.3,50.6
2019-10-03,3:30am,GBP,Prime Minister Johnson Speaks,Medium,,,
2019-10-03,7:00am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-10-08,1:20am,GBP,MPC Member Haldane Speaks,Medium,,,
2019-10-08,2:30am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2019-10-10,1:30am,GBP,GDP m/m,High,-0.1%,0.0%,0.4%
2019-10-10,1:30am,GBP,Manufacturing Production m/m,High,-0.7%,0.1%,0.4%
2019-10-10,2:20am,GBP,BOE Gov Carney Speaks,High,,,
2019-10-14,5:10am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2019-10-15,1:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-10-15,1:30am,GBP,Average Earnings Index 3m/y,Medium,3.8%,4.0%,3.9%
2019-10-15,5:30am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2019-10-16,1:30am,GBP,CPI y/y,High,1.7%,1.8%,1.7%
2019-10-16,1:30am,GBP,PPI Input m/m,Medium,-0.8%,0.2%,-0.3%
2019-10-16,6:00am,GBP,BOE Gov Carney Speaks,High,,,
2019-10-16,3:30pm,GBP,BOE Gov Carney Speaks,Medium,,,
2019-10-17,1:30am,GBP,Retail Sales m/m,High,0.0%,-0.1%,-0.3%
2019-10-17,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2019-10-18,10:45am,GBP,BOE Gov Carney Speaks,High,,,
2019-10-18,2:15pm,GBP,MPC Member Cunliffe Speaks,Medium,,,
2019-10-19,6:50am,GBP,Parliament Brexit Vote,High,Pass,,
2019-10-22,11:16am,GBP,Parliament Brexit Vote,High,Pass,,
2019-10-22,11:32am,GBP,Parliament Brexit Vote,High,Reject,,
2019-11-05,1:30am,GBP,Final Services PMI,Medium,50.0,49.6,49.5
2019-11-07,4:00am,GBP,BOE Monetary Policy Report,High,,,
2019-11-07,4:00am,GBP,Monetary Policy Summary,High,,,
2019-11-07,4:00am,GBP,MPC Official Bank Rate Votes,High,0-2-7,0-0-9,0-0-9
2019-11-07,4:00am,GBP,Official Bank Rate,Medium,0.75%,0.75%,0.75%
2019-11-07,4:30am,GBP,BOE Gov Carney Speaks,High,,,
2019-11-11,1:30am,GBP,Prelim GDP q/q,High,0.3%,0.4%,-0.2%
2019-11-11,1:30am,GBP,GDP m/m,Medium,-0.1%,-0.1%,-0.2%
2019-11-11,1:30am,GBP,Manufacturing Production m/m,Medium,-0.4%,-0.2%,-0.7%
2019-11-12,1:30am,GBP,Average Earnings Index 3m/y,Medium,3.6%,3.8%,3.7%
2019-11-13,1:30am,GBP,CPI y/y,High,1.5%,1.6%,1.7%
2019-11-14,1:30am,GBP,Retail Sales m/m,High,-0.1%,0.2%,0.0%
2019-11-19,12:00pm,GBP,Prime Minister Johnson Speaks,High,,,
2019-11-22,1:30am,GBP,Flash Manufacturing PMI,High,48.3,48.8,49.6
2019-11-22,1:30am,GBP,Flash Services PMI,High,48.6,50.1,50.0
2019-10-28,12:00pm,GBP,Parliament Brexit Vote,High,Reject,,
2019-10-29,1:23pm,GBP,Parliament Brexit Vote,High,Pass,Pass,
2019-11-01,2:30am,GBP,Final Manufacturing PMI,Medium,49.6,48.2,48.3
2019-12-02,1:30am,GBP,Final Manufacturing PMI,Medium,48.9,48.3,48.3
2019-12-04,1:30am,GBP,Final Services PMI,Medium,49.3,48.6,48.6
2019-12-10,1:30am,GBP,GDP m/m,Medium,0.0%,0.1%,-0.1%
2019-12-10,1:30am,GBP,Manufacturing Production m/m,Medium,0.2%,0.1%,-0.4%
2019-12-12,All Day,GBP,Parliamentary Elections,High,,,
2019-12-16,1:30am,GBP,Flash Manufacturing PMI,High,47.4,49.1,48.9
2019-12-16,1:30am,GBP,Flash Services PMI,High,49.0,49.6,49.3
2019-12-16,9:00am,GBP,Bank Stress Test Results,High,,,
2019-12-16,9:00am,GBP,BOE Financial Stability Report,Medium,,,
2019-12-17,1:30am,GBP,Average Earnings Index 3m/y,Medium,3.2%,3.4%,3.7%
2019-12-17,11:15am,GBP,BOE Gov Carney Speaks,Medium,,,
2019-12-18,1:30am,GBP,CPI y/y,High,1.5%,1.4%,1.5%
2019-12-18,1:30am,GBP,PPI Input m/m,Medium,-0.3%,0.0%,-1.1%
2019-12-19,1:30am,GBP,Retail Sales m/m,High,-0.6%,0.3%,0.0%
2019-12-19,4:00am,GBP,Monetary Policy Summary,High,,,
2019-12-19,4:00am,GBP,MPC Official Bank Rate Votes,High,0-2-7,0-2-7,0-2-7
2019-12-19,4:00am,GBP,Official Bank Rate,Medium,0.75%,0.75%,0.75%
2019-12-20,1:30am,GBP,Current Account,High,-15.9B,-15.7B,-24.2B
2019-12-20,1:30am,GBP,Final GDP q/q,Medium,0.4%,0.3%,0.3%
2019-12-20,3:00am,GBP,MPC Member Haskel Speaks,Medium,,,
2019-12-20,6:30am,GBP,Parliament Brexit Vote,High,Pass,,
2019-01-02,1:30am,GBP,Final Manufacturing PMI,Medium,47.5,47.6,47.4
2020-01-05,10:15am,GBP,MPC Member Broadbent Speaks,Medium,,,
2020-01-09,1:30am,GBP,BOE Gov Carney Speaks,High,,,
2020-01-13,1:30am,GBP,GDP m/m,Medium,-0.3%,0.0%,0.1%
2020-01-13,1:30am,GBP,Manufacturing Production m/m,Medium,-1.7%,-0.3%,0.5%
2020-01-15,12:40am,GBP,MPC Member Saunders Speaks,High,,,
2020-01-15,1:30am,GBP,CPI y/y,High,1.3%,1.5%,1.5%
2020-01-15,1:30am,GBP,PPI Input m/m,Medium,0.1%,0.2%,0.5%
2020-01-16,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2020-01-17,1:30am,GBP,Retail Sales m/m,High,-0.6%,0.5%,-0.8%
2020-01-21,1:30am,GBP,Average Earnings Index 3m/y,Medium,3.2%,3.1%,3.2%
2020-01-24,12:30am,GBP,MPC Member Haskel Speaks,Medium,,,
2020-01-24,1:30am,GBP,Flash Manufacturing PMI,High,49.8,48.8,47.5
2020-01-24,1:30am,GBP,Flash Services PMI,High,52.9,51.1,50.0
2020-01-30,4:00am,GBP,BOE Monetary Policy Report,High,,,
2020-01-30,4:00am,GBP,Monetary Policy Summary,High,,,
2020-01-30,4:00am,GBP,MPC Official Bank Rate Votes,High,0-2-7,0-3-6,0-2-7
2020-01-30,4:00am,GBP,Official Bank Rate,High,0.75%,0.75%,0.75%
2020-01-30,4:30am,GBP,BOE Gov Carney Speaks,High,,,
2020-02-03,1:30am,GBP,Final Manufacturing PMI,Medium,50.0,49.8,49.8
2020-02-05,1:30am,GBP,Final Services PMI,Medium,53.9,52.9,52.9
2020-02-11,1:30am,GBP,Prelim GDP q/q,High,0.0%,0.0%,0.4%
2020-02-11,1:30am,GBP,GDP m/m,Medium,0.3%,0.2%,-0.3%
2020-02-11,1:30am,GBP,Manufacturing Production m/m,Medium,0.3%,0.5%,-1.6%
2020-02-11,7:35am,GBP,BOE Gov Carney Speaks,High,,,
2020-02-11,9:00am,GBP,MPC Member Haskel Speaks,Medium,,,
2020-02-18,1:30am,GBP,Average Earnings Index 3m/y,Medium,2.9%,3.1%,3.2%
2020-02-19,1:30am,GBP,CPI y/y,High,1.8%,1.6%,1.3%
2020-02-19,1:30am,GBP,PPI Input m/m,Medium,0.9%,-0.5%,0.9%
2020-02-20,1:30am,GBP,Retail Sales m/m,High,0.9%,0.7%,-0.5%
2020-02-21,1:30am,GBP,Flash Manufacturing PMI,High,51.9,49.7,50.0
2020-02-21,1:30am,GBP,Flash Services PMI,High,53.3,53.4,53.9
2020-02-24,10:30am,GBP,MPC Member Haldane Speaks,Medium,,,
2020-03-02,1:30am,GBP,Final Manufacturing PMI,Medium,51.7,51.9,51.9
2020-03-03,1:30am,GBP,Monetary Policy Report Hearings,High,,,
2020-03-04,1:30am,GBP,Final Services PMI,Medium,53.2,53.2,53.3
2020-03-04,6:15am,GBP,BOE Gov Bailey Speaks,High,,,
2020-03-04,10:00am,GBP,MPC Member Broadbent Speaks,Medium,,,
2020-03-05,9:00am,GBP,BOE Gov Carney Speaks,High,,,
2020-03-11,12:00am,GBP,Monetary Policy Summary,High,,,
2020-03-11,12:00am,GBP,MPC Official Bank Rate Votes,High,0-9-0,,0-2-7
2020-03-11,12:00am,GBP,Official Bank Rate,High,0.25%,,0.75%
2020-03-11,2:00am,GBP,BOE Gov Carney Speaks,High,,,
2020-03-11,2:30am,GBP,GDP m/m,Medium,0.0%,0.2%,0.3%
2020-03-11,2:30am,GBP,Manufacturing Production m/m,Medium,0.2%,0.2%,0.3%
2020-03-11,5:30am,GBP,Annual Budget Release,High,,,
2020-03-17,2:30am,GBP,Average Earnings Index 3m/y,Medium,3.1%,3.0%,2.9%
2020-03-19,7:30am,GBP,Monetary Policy Summary,High,,,
2020-03-19,7:30am,GBP,MPC Official Bank Rate Votes,High,0-9-0,,0-9-0
2020-03-19,7:30am,GBP,Official Bank Rate,High,0.10%,,0.25%
2020-03-19,9:30am,GBP,BOE Gov Bailey Speaks,High,,,
2020-03-24,2:30am,GBP,Flash Manufacturing PMI,High,48.0,45.1,51.7
2020-03-24,2:30am,GBP,Flash Services PMI,High,35.7,45.0,53.2
2020-03-25,12:00am,GBP,CPI y/y,High,1.7%,1.7%,1.8%
2020-03-25,12:02am,GBP,PPI Input m/m,Medium,-1.2%,-2.0%,0.3%
2020-03-26,12:00am,GBP,Retail Sales m/m,Medium,-0.3%,0.2%,1.1%
