datetime_utc,open,high,low,close,volume,session,date
2023-12-07 04:00:00,184.283,184.369,183.1,183.317,33576.76,asian_early_london,2023-12-07
2023-12-07 08:00:00,183.313,183.323,181.877,182.297,60757.549999999996,london,2023-12-07
2023-12-07 12:00:00,182.3,182.564,180.98,181.098,68622.28,london_ny_overlap,2023-12-07
2023-12-07 16:00:00,181.097,181.422,178.527,180.63,57977.1,ny,2023-12-07
2023-12-07 20:00:00,180.628,181.664,180.586,181.553,21244.61,late_ny_early_sydney,2023-12-07
2023-12-08 00:00:00,181.55,181.625,179.538,181.022,82007.78,late_sydney_early_asian,2023-12-08
2023-12-08 04:00:00,181.023,181.567,180.793,181.045,54244.47,asian_early_london,2023-12-08
2023-12-08 08:00:00,181.042,182.034,180.63,181.699,63347.6,london,2023-12-08
2023-12-08 12:00:00,181.698,181.736,180.453,181.289,90559.64,london_ny_overlap,2023-12-08
2023-12-08 16:00:00,181.281,181.944,181.112,181.927,32283.82,ny,2023-12-08
2023-12-08 20:00:00,181.929,181.947,181.812,181.881,7355.24,late_ny_early_sydney,2023-12-08
2023-12-10 20:00:00,181.489,182.036,181.489,182.014,7438.37,late_ny_early_sydney,2023-12-10
2023-12-11 00:00:00,182.013,182.699,181.923,182.366,34078.33,late_sydney_early_asian,2023-12-11
2023-12-11 04:00:00,182.366,183.603,182.325,183.558,26039.38,asian_early_london,2023-12-11
2023-12-11 08:00:00,183.566,184.027,183.292,184.007,35454.25,london,2023-12-11
2023-12-11 12:00:00,184.0,184.32,183.595,183.753,42841.119999999995,london_ny_overlap,2023-12-11
2023-12-11 16:00:00,183.75,183.877,183.474,183.489,28610.7,ny,2023-12-11
2023-12-11 20:00:00,183.487,183.64,183.334,183.336,12063.69,late_ny_early_sydney,2023-12-11
2023-12-12 00:00:00,183.336,183.439,182.893,183.084,28593.2,late_sydney_early_asian,2023-12-12
2023-12-12 04:00:00,183.087,183.157,182.561,182.725,22597.629999999997,asian_early_london,2023-12-12
2023-12-12 08:00:00,182.726,182.964,182.264,182.489,30029.86,london,2023-12-12
2023-12-12 12:00:00,182.487,183.004,182.331,182.933,66072.85,london_ny_overlap,2023-12-12
2023-12-12 16:00:00,182.931,183.015,182.497,182.908,25684.92,ny,2023-12-12
2023-12-12 20:00:00,182.908,182.977,182.493,182.616,13568.939999999999,late_ny_early_sydney,2023-12-12
2023-12-13 00:00:00,182.614,182.855,182.507,182.781,22940.07,late_sydney_early_asian,2023-12-13
2023-12-13 04:00:00,182.778,183.14,182.522,182.568,21692.03,asian_early_london,2023-12-13
2023-12-13 08:00:00,182.566,182.858,182.246,182.426,27064.47,london,2023-12-13
2023-12-13 12:00:00,182.429,182.592,181.698,181.806,50797.89,london_ny_overlap,2023-12-13
2023-12-13 16:00:00,181.807,181.959,180.434,180.736,62123.54000000001,ny,2023-12-13
2023-12-13 20:00:00,180.733,180.773,179.267,180.21,50713.479999999996,late_ny_early_sydney,2023-12-13
2023-12-14 00:00:00,180.204,180.394,178.329,178.805,58044.47,late_sydney_early_asian,2023-12-14
2023-12-14 04:00:00,178.804,179.391,178.625,179.213,46024.6,asian_early_london,2023-12-14
2023-12-14 08:00:00,179.211,179.555,178.701,179.07,60623.159999999996,london,2023-12-14
2023-12-14 12:00:00,179.07,180.919,179.07,180.766,94897.03,london_ny_overlap,2023-12-14
2023-12-14 16:00:00,180.768,181.211,180.608,181.053,52231.12,ny,2023-12-14
2023-12-14 20:00:00,181.051,181.726,180.96,181.697,24502.56,late_ny_early_sydney,2023-12-14
2023-12-15 00:00:00,181.694,181.723,181.008,181.143,34644.03,late_sydney_early_asian,2023-12-15
2023-12-15 04:00:00,181.146,181.347,180.747,181.267,29388.55,asian_early_london,2023-12-15
2023-12-15 08:00:00,181.266,181.336,180.448,181.021,43318.82,london,2023-12-15
2023-12-15 12:00:00,181.023,181.079,179.814,179.994,75076.59,london_ny_overlap,2023-12-15
2023-12-15 16:00:00,179.997,180.555,179.834,180.419,40878.08,ny,2023-12-15
