datetime_utc,actual,predicted
2021-01-08 20:00:00,-0.0024913553067498,0.00016236678
2021-01-10 20:00:00,-0.0011412105458162,0.00016236678
2021-01-11 00:00:00,0.0004270801743669,0.00016236678
2021-01-11 04:00:00,-0.0009940644495798,-1.3004988e-05
2021-01-11 08:00:00,-0.0013077541805804,-0.00034112856
2021-01-11 12:00:00,0.000978920386657,0.00016236678
2021-01-11 16:00:00,-0.0001397871126781,0.00016236678
2021-01-11 20:00:00,-0.0009955202415017,0.00016236678
2021-01-12 00:00:00,0.0012257474274156,0.00016236678
2021-01-12 04:00:00,-0.0009788318136868,0.00016236678
2021-01-12 08:00:00,0.0003538060932695,0.00022670627
2021-01-12 12:00:00,0.0035967717135715,0.00016236678
2021-01-12 16:00:00,0.0007374631602661,0.00016236678
2021-01-12 20:00:00,0.0005977653580551,0.00016236678
2021-01-13 00:00:00,-0.001040177988778,0.00016236678
2021-01-13 04:00:00,-0.0033161264577562,-0.0005921088
2021-01-13 08:00:00,-0.0002631340930065,-0.0010374971
2021-01-13 12:00:00,-0.0004771070949132,0.00016236678
2021-01-13 16:00:00,0.0006744641555914,0.00016236678
2021-01-13 20:00:00,-0.0013823180709363,0.00016236678
2021-01-14 00:00:00,-0.0001646890263189,0.00016236678
2021-01-14 04:00:00,0.0006832822509558,0.00016236678
2021-01-14 08:00:00,-0.0013175883454979,0.00016236678
2021-01-14 12:00:00,0.0016055795267297,0.00016236678
2021-01-14 16:00:00,-0.0003538293838728,0.00016236678
2021-01-14 20:00:00,-9.87654321791694e-05,0.00016236678
2021-01-15 00:00:00,-0.0012024280609694,0.00016236678
2021-01-15 04:00:00,-0.0009481369819983,-0.001315318
2021-01-15 08:00:00,-0.0024859096484515,-0.0019767024
2021-01-15 12:00:00,-0.0013653347811278,-0.00029931217
2021-01-15 16:00:00,-0.0001573401241263,0.00016236678
2021-01-15 20:00:00,-0.0007124808718613,0.00016236678
2021-01-17 20:00:00,0.0006462249916275,0.00016236678
2021-01-18 00:00:00,-0.0005384918217235,0.00016236678
2021-01-18 04:00:00,-0.0001906127376517,0.00016236678
2021-01-18 08:00:00,0.0007787968810935,0.00016236678
2021-01-18 12:00:00,0.0003560560618898,0.00016236678
2021-01-18 16:00:00,-0.0001076314864533,0.00016236678
