month,error_none,error_blind,error_shap,error_oracle,dir_correct_none,dir_correct_blind,dir_correct_shap,dir_correct_oracle
2015-09,0.0015806123581659118,0.0015806123581659118,0.0015806123581659118,0.0015806123581659118,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333
2015-10,0.001814204075239695,0.001810635424960162,0.001814204075239695,0.001814204075239695,0.5944444444444444,0.5833333333333334,0.5944444444444444,0.5944444444444444
2015-12,0.0017124186294016593,0.0016962480546210777,0.0017124186294016593,0.0017124186294016593,0.6111111111111112,0.6388888888888888,0.6111111111111112,0.6111111111111112
2016-01,0.001672431010548753,0.00163788195902523,0.001672431010548753,0.001672431010548753,0.5833333333333334,0.5722222222222222,0.5833333333333334,0.5833333333333334
2016-02,0.0013953224940324602,0.001425047304348018,0.001425047304348018,0.0013953224940324602,0.65,0.5722222222222222,0.5722222222222222,0.65
2016-04,0.0010859976207245482,0.001095153126239812,0.001101998133288616,0.0010859976207245482,0.6222222222222222,0.6722222222222223,0.6277777777777778,0.6222222222222222
2016-05,0.0016765533555246302,0.0016372177782894989,0.0016372177782894989,0.0016765533555246302,0.6333333333333333,0.6833333333333333,0.6833333333333333,0.6333333333333333
2016-06,0.001206515144486189,0.001188034639529375,0.0012020708387572453,0.001206515144486189,0.5666666666666667,0.6111111111111112,0.5944444444444444,0.5666666666666667
2016-08,0.001023068375114504,0.0009909198204758963,0.0009909198204758963,0.0009909198204758963,0.5222222222222223,0.6,0.6,0.6
2016-09,0.0009696555501004158,0.0010028332307914385,0.0009901826726610523,0.0009901826726610523,0.5722222222222222,0.5722222222222222,0.5888888888888889,0.5888888888888889
2016-10,0.00174925605657638,0.0018567935735365271,0.0018392902755627355,0.0018392902755627355,0.6111111111111112,0.5833333333333334,0.6,0.6
2016-12,0.0016319910601192303,0.0016291636952193952,0.0016404338600287845,0.0016404338600287845,0.55,0.6055555555555555,0.5833333333333334,0.5833333333333334
2017-01,0.0014636912811747348,0.0014735664385053687,0.0014735664385053687,0.0014818248424603915,0.5555555555555556,0.5166666666666667,0.5166666666666667,0.5611111111111111
2017-02,0.0010069041047660698,0.001079340830813002,0.0010597780422770167,0.001036687918847945,0.6888888888888889,0.5888888888888889,0.6388888888888888,0.6944444444444444
