month,error_none,error_blind,error_shap,error_oracle,dir_correct_none,dir_correct_blind,dir_correct_shap,dir_correct_oracle
2015-09,0.0015410486741809597,0.0015410486741809597,0.0015410486741809597,0.0015410486741809597,0.5777777777777777,0.5777777777777777,0.5777777777777777,0.5777777777777777
2015-10,0.0013462547877226975,0.0013432953516243928,0.0013432953516243928,0.0013462547877226975,0.5444444444444444,0.5611111111111111,0.5611111111111111,0.5444444444444444
2015-12,0.002159270832857823,0.0021628463142733994,0.0021628463142733994,0.002159270832857823,0.5333333333333333,0.4388888888888889,0.4388888888888889,0.5333333333333333
2016-01,0.003428823532859618,0.0034061955784093355,0.0034061955784093355,0.003428823532859618,0.5277777777777778,0.5555555555555556,0.5555555555555556,0.5277777777777778
2016-02,0.002290395225480801,0.0022843175345092104,0.0022843175345092104,0.002290395225480801,0.5166666666666667,0.49444444444444446,0.49444444444444446,0.5166666666666667
2016-04,0.002415855583527476,0.002417853910577695,0.002417853910577695,0.002415855583527476,0.49444444444444446,0.5,0.5,0.49444444444444446
2016-05,0.00448725270093257,0.004476906814496278,0.004476906814496278,0.00448725270093257,0.5,0.5166666666666667,0.5166666666666667,0.5
2016-06,0.0035515367862943748,0.004972600366995559,0.004972600366995559,0.0035515367862943748,0.4722222222222222,0.5166666666666667,0.5166666666666667,0.4722222222222222
2016-08,0.0019142985016417078,0.00196665697995907,0.00196665697995907,0.00196665697995907,0.48333333333333334,0.4666666666666667,0.4666666666666667,0.4666666666666667
2016-09,0.0022235827802293156,0.002262229927390409,0.002262229927390409,0.0022870272931598073,0.5277777777777778,0.5444444444444444,0.5444444444444444,0.5166666666666667
2016-10,0.0027464324570195308,0.0034137598235366422,0.0034137598235366422,0.002785378176936818,0.5611111111111111,0.5166666666666667,0.5166666666666667,0.5666666666666667
2016-12,0.0022183524054163748,0.0022500585774345304,0.0022500585774345304,0.002248628684466357,0.4888888888888889,0.48333333333333334,0.48333333333333334,0.5055555555555555
2017-01,0.0021483916075402316,0.0021764563466525116,0.0021764563466525116,0.0021587292516710784,0.5388888888888889,0.5222222222222223,0.5222222222222223,0.5333333333333333
2017-02,0.0017288163823634187,0.0017191664717265348,0.0017191664717265348,0.001756966064840576,0.4777777777777778,0.5333333333333333,0.5333333333333333,0.5388888888888889
2017-04,0.001755858703552894,0.0017894444595388224,0.0017894444595388224,0.0017626260408272682,0.5444444444444444,0.49444444444444446,0.49444444444444446,0.5
2017-05,0.001917982773727159,0.0019139991172432592,0.0019139991172432592,0.0019380319854013664,0.5277777777777778,0.5611111111111111,0.5611111111111111,0.5555555555555556
2017-06,0.0015710922635171415,0.0015665656036707573,0.0015665656036707573,0.00160222328970657,0.48333333333333334,0.5388888888888889,0.5388888888888889,0.4777777777777778
2017-08,0.0017304557515096118,0.001763483278737013,0.001763483278737013,0.002287687393182891,0.5666666666666667,0.48333333333333334,0.48333333333333334,0.48333333333333334
2017-09,0.0016326187731535106,0.0016349387236483171,0.0016349387236483171,0.0018742887304997076,0.48333333333333334,0.4722222222222222,0.4722222222222222,0.5055555555555555
2017-10,0.0018277514924728172,0.0018386326554277388,0.0018386326554277388,0.001847621997899065,0.5444444444444444,0.4666666666666667,0.4666666666666667,0.5444444444444444
2017-12,0.0012975513101738038,0.001300952552426427,0.001300952552426427,0.0013415898644833814,0.55,0.5277777777777778,0.5277777777777778,0.4666666666666667
2018-01,0.002366763953898164,0.00237357058859545,0.00237357058859545,0.0023606184938288954,0.5166666666666667,0.5222222222222223,0.5222222222222223,0.5388888888888889
