date,gld_holdings,cot_net_long,us_real_yield,m2_money_supply
2020-06-08,1476515579.28,,-0.4,
2020-06-09,1458693406.31,,-0.42,
2020-06-10,2127931296.28,,-0.52,
2020-06-11,1895724613.87,,-0.55,
2020-06-12,1121329914.33,,-0.5,
2020-06-15,1385080740.62,,-0.52,
2020-06-16,1292159000.0,,-0.52,
2020-06-17,773492980.38,,-0.52,
2020-06-18,875706653.65,,-0.57,
2020-06-19,1999099207.12,,-0.6,
2020-06-22,2044738658.64,,-0.63,
2020-06-23,2020617652.14,,-0.66,
2020-06-24,1808542193.46,,-0.64,
2020-06-25,1176152061.65,,-0.65,
2020-06-26,1624347824.52,,-0.68,
2020-06-29,1122369723.89,,-0.7,
2020-06-30,2136026088.68,,-0.68,
2020-07-01,2201849911.47,,-0.68,18335.4
2020-07-02,1461659392.6,,-0.73,
2020-07-03,,,,
2020-07-06,1220492254.96,,-0.76,
2020-07-07,1966459145.9,,-0.78,
2020-07-08,1983708600.29,,-0.75,
2020-07-09,2260726927.08,,-0.77,
2020-07-10,1390403440.06,,-0.76,
2020-07-13,1879645392.28,,-0.78,
2020-07-14,1670023436.96,,-0.78,
2020-07-15,1283307464.41,,-0.77,
2020-07-16,1728200108.24,,-0.79,
2020-07-17,1751555469.73,,-0.82,
2020-07-20,1725724794.65,,-0.84,
2020-07-21,2218915300.0,,-0.87,
2020-07-22,3286476466.37,,-0.88,
2020-07-23,4076344655.49,,-0.9,
2020-07-24,2787952262.39,,-0.92,
2020-07-27,3847895697.78,,-0.9,
2020-07-28,3888995250.0,,-0.92,
2020-07-29,4746751838.2,,-0.95,
2020-07-30,3318926012.79,,-0.97,
2020-07-31,2944016364.72,,-1.0,
2020-08-01,,,,18411.2
2020-08-03,2394199072.13,,-1.02,
2020-08-04,3938390911.93,,-1.05,
2020-08-05,5181394600.27,,-1.06,
2020-08-06,4001908976.4,,-1.08,
2020-08-07,4688239802.01,,-1.04,
2020-08-10,3621824963.75,,-1.02,
2020-08-11,8161178810.73,,-0.99,
2020-08-12,5133095724.93,,-0.98,
2020-08-13,3409351378.05,,-0.96,
2020-08-14,2152511600.83,,-0.94,
2020-08-17,2929877700.0,,-0.97,
2020-08-18,3065753168.68,,-1.01,
2020-08-19,4491651191.39,,-0.99,
2020-08-20,3063018700.0,,-0.97,
2020-08-21,2314274795.48,,-1.0,
2020-08-24,2100649800.0,,-1.02,
2020-08-25,1822366454.28,,-1.01,
2020-08-26,2331569095.76,,-1.03,
2020-08-27,2954067097.53,,-0.99,
2020-08-28,2434095503.94,,-1.03,
2020-08-31,1894729314.77,,-1.08,
2020-09-01,1973021637.54,,-1.08,18602.5
2020-09-02,2106868621.67,,-1.07,
2020-09-03,2200506826.59,,-1.02,
2020-09-04,2101193348.94,,-0.98,
2020-09-07,,,,
2020-09-08,2398321579.18,,-0.99,
2020-09-09,1542031530.71,,-1.0,
2020-09-10,1668341317.39,,-1.01,
2020-09-11,1397986611.62,,-0.98,
2020-09-14,1785479949.07,,-0.97,
2020-09-15,1466444240.61,,-0.99,
2020-09-16,2336860543.51,,-0.99,
2020-09-17,1616671211.33,,-0.97,
2020-09-18,1824617009.61,,-0.97,
2020-09-21,3130128746.5,,-0.94,
2020-09-22,1425251786.31,,-0.94,
2020-09-23,3169641738.25,,-0.92,
2020-09-24,2063034076.71,,-0.91,
2020-09-25,1185953264.55,,-0.92,
2020-09-28,1256283968.3,,-0.94,
2020-09-29,1553549536.29,,-0.98,
2020-09-30,1482813175.12,,-0.94,
2020-10-01,1858980328.25,,-0.95,18757.6
2020-10-02,1336996739.72,,-0.94,
2020-10-05,1250415961.52,,-0.9,
2020-10-06,1530595466.35,,-0.9,
2020-10-07,1136139705.83,,-0.9,
2020-10-08,1161502819.86,,-0.94,
2020-10-09,2893622213.26,,-0.94,
2020-10-12,874452068.18,,,
2020-10-13,1490057806.23,,-0.96,
2020-10-14,1618085520.78,,-0.96,
2020-10-15,1219411355.52,,-0.95,
2020-10-16,1294582832.16,,-0.95,
2020-10-19,1085396112.29,,-0.93,
2020-10-20,1276510950.0,,-0.91,
2020-10-21,1363186906.07,,-0.91,
2020-10-22,1498058925.34,,-0.89,
2020-10-23,1057423748.39,,-0.9,
2020-10-26,911515620.58,,-0.91,
2020-10-27,1043131662.9,,-0.92,
2020-10-28,2066727090.3,,-0.91,
2020-10-29,1486427248.28,,-0.86,
2020-10-30,1286788577.71,,-0.82,
2020-11-01,,,,18997.0
2020-11-02,1156130367.8,,-0.84,
2020-11-03,1355712610.13,,-0.82,
2020-11-04,1987995667.43,,-0.86,
2020-11-05,2945685086.06,,-0.87,
2020-11-06,1901200802.34,,-0.82,
2020-11-09,5217506610.57,,-0.77,
2020-11-10,2060228352.95,,-0.78,
2020-11-11,1575586595.02,,,
2020-11-12,1261263732.12,,-0.83,
2020-11-13,1146189791.69,,-0.83,
2020-11-16,1480708223.98,,-0.81,
2020-11-17,1452436150.0,,-0.83,
2020-11-18,1295941043.57,,-0.82,
2020-11-19,1220006941.51,,-0.84,
2020-11-20,1120796801.57,,-0.86,
2020-11-23,2671390571.73,,-0.85,
2020-11-24,3307683288.57,,-0.86,
2020-11-25,1743681509.49,,-0.87,
2020-11-26,,,,
2020-11-27,1773389218.04,,-0.91,
2020-11-30,2201710675.81,,-0.93,
2020-12-01,2303096894.88,,-0.89,19115.7
2020-12-02,1577380623.77,,-0.9,
2020-12-03,1807125987.47,,-0.94,
2020-12-04,1740190825.96,,-0.92,
2020-12-07,1845981432.56,,-0.94,
2020-12-08,1114144200.0,,-0.97,
2020-12-09,1853202000.0,,-0.96,
2020-12-10,1130123867.98,,-0.96,
2020-12-11,1049567185.42,,-0.97,
2020-12-14,1311320324.68,,-0.98,
2020-12-15,1189836586.7,,-0.99,
2020-12-16,1429754980.11,,-1.0,
2020-12-17,1674752944.05,,-1.0,
2020-12-18,1198009972.58,,-1.0,
2020-12-21,1436746171.89,,-1.0,
2020-12-22,1647604427.87,,-1.01,
2020-12-23,1149242780.07,,-1.01,
2020-12-24,651683812.55,,-1.03,
2020-12-25,,,,
2020-12-28,1366795429.23,,-1.03,
2020-12-29,1055225531.52,,-1.02,
2020-12-30,1050917781.95,,-1.03,
2020-12-31,1344977092.6,,-1.06,
2021-01-01,,,,19379.0
2021-01-04,2613044188.24,,-1.08,
2021-01-05,2325886893.9,,-1.07,
2021-01-06,3319784537.37,,-1.02,
2021-01-07,1276138665.62,,-1.01,
2021-01-08,4229478576.64,,-0.93,
2021-01-11,1482852200.0,,-0.91,
2021-01-12,1706114772.16,,-0.93,
2021-01-13,2446302642.1,,-0.96,
2021-01-14,2343213439.49,,-0.94,
2021-01-15,2767600003.97,,-0.99,
2021-01-18,,,,
2021-01-19,1291882119.71,,-1.0,
2021-01-20,1658487834.23,,-1.02,
2021-01-21,1270219095.15,,-0.98,
2021-01-22,1264183395.63,,-0.99,
2021-01-25,1033300058.12,,-1.03,
2021-01-26,813513849.12,,-1.03,
2021-01-27,1558977018.61,,-1.04,
2021-01-28,1621879563.21,,-1.06,
2021-01-29,1942345814.87,,-1.02,
2021-02-01,1586451226.1,,-1.02,19641.8
2021-02-02,1242926791.41,,-1.03,
2021-02-03,800494513.43,,-1.04,
2021-02-04,2309809206.16,,-1.02,
2021-02-05,1110302669.04,,-1.02,
2021-02-08,1181344029.43,,-1.03,
2021-02-09,883080153.4,,-1.04,
2021-02-10,1055741729.04,,-1.06,
2021-02-11,1026318385.25,,-1.04,
2021-02-12,1027366055.69,,-1.01,
2021-02-15,,,,
2021-02-16,2483407545.09,,-0.94,
2021-02-17,1896278451.88,,-0.92,
2021-02-18,1247100678.92,,-0.87,
2021-02-19,1381757189.55,,-0.8,
2021-02-22,1707304664.67,,-0.79,
2021-02-23,1457273173.93,,-0.79,
2021-02-24,1502511400.0,,-0.79,
2021-02-25,2712715827.82,,-0.6,
2021-02-26,3839815966.06,,-0.71,
2021-03-01,2233685282.12,,-0.71,19873.2
2021-03-02,1855469327.84,,-0.78,
2021-03-03,2097681074.23,,-0.74,
2021-03-04,2205900610.88,,-0.66,
2021-03-05,2040429416.17,,-0.66,
2021-03-08,1911125467.66,,-0.62,
2021-03-09,1669937345.98,,-0.66,
2021-03-10,1287136949.16,,-0.73,
2021-03-11,1090130812.84,,-0.74,
2021-03-12,1390186712.29,,-0.62,
2021-03-15,1314549875.27,,-0.65,
2021-03-16,1225320436.07,,-0.68,
2021-03-17,2064591647.64,,-0.67,
2021-03-18,1416076394.73,,-0.56,
2021-03-19,1121279273.73,,-0.57,
2021-03-22,854120000.0,,-0.64,
2021-03-23,978675408.23,,-0.66,
2021-03-24,1004047338.81,,-0.69,
2021-03-25,1358725497.75,,-0.69,
2021-03-26,998408769.8,,-0.67,
2021-03-29,1348094862.47,,-0.63,
2021-03-30,1316213785.18,,-0.62,
2021-03-31,1699383119.33,,-0.63,
2021-04-01,1150900265.64,,-0.66,20176.9
2021-04-02,,,-0.64,
2021-04-05,998042484.71,,-0.62,
2021-04-06,1103563072.25,,-0.65,
2021-04-07,884763330.14,,-0.66,
2021-04-08,1081570958.89,,-0.69,
2021-04-09,1087035361.45,,-0.64,
2021-04-12,794636470.02,,-0.64,
2021-04-13,1143339885.76,,-0.69,
2021-04-14,1027137463.71,,-0.69,
2021-04-15,1364236760.36,,-0.77,
2021-04-16,1673081821.39,,-0.77,
2021-04-19,949172809.51,,-0.73,
2021-04-20,1087447332.09,,-0.74,
2021-04-21,1408963066.92,,-0.76,
2021-04-22,1282883852.44,,-0.76,
2021-04-23,1182504916.63,,-0.76,
2021-04-26,798596326.47,,-0.78,
2021-04-27,892593660.18,,-0.76,
2021-04-28,1157053527.39,,-0.78,
2021-04-29,1507216483.07,,-0.77,
2021-04-30,1035159664.88,,-0.76,
2021-05-01,,,,20460.4
2021-05-03,1512756784.99,,-0.79,
2021-05-04,1710343510.8,,-0.81,
2021-05-05,995256525.42,,-0.88,
2021-05-06,2308411412.86,,-0.87,
2021-05-07,2530712219.99,,-0.89,
2021-05-10,1424485631.05,,-0.91,
2021-05-11,1437059142.9,,-0.89,
2021-05-12,2158717416.23,,-0.85,
2021-05-13,1382439518.44,,-0.85,
2021-05-14,1672813515.65,,-0.88,
2021-05-17,2088852923.51,,-0.9,
2021-05-18,1276741711.03,,-0.88,
2021-05-19,3633011151.96,,-0.8,
2021-05-20,1724900753.81,,-0.78,
2021-05-21,1351494236.46,,-0.8,
2021-05-24,980029888.92,,-0.83,
2021-05-25,1599218827.57,,-0.86,
2021-05-26,1509122850.81,,-0.82,
2021-05-27,1420436083.66,,-0.81,
2021-05-28,1777913508.67,,-0.84,
2021-05-31,,,,
2021-06-01,1626593014.19,,-0.84,20477.8
2021-06-02,1182223915.25,,-0.85,
2021-06-03,1779674096.38,,-0.79,
2021-06-04,1483768178.67,,-0.84,
2021-06-07,1371217579.36,,-0.82,
2021-06-08,1047216499.26,,-0.83,
2021-06-09,1123132750.89,,-0.82,
2021-06-10,1759021738.36,,-0.9,
2021-06-11,1377256849.05,,-0.85,
2021-06-14,1351137307.92,,-0.85,
2021-06-15,1314112333.04,,-0.87,
2021-06-16,2895129877.33,,-0.75,
2021-06-17,4516460536.21,,-0.75,
2021-06-18,2596707283.69,,-0.79,
2021-06-21,1397538424.45,,-0.75,
2021-06-22,1200973375.0,,-0.83,
2021-06-23,1407920196.83,,-0.84,
2021-06-24,1146240489.65,,-0.81,
2021-06-25,1245043655.63,,-0.8,
2021-06-28,1084252573.92,,-0.84,
2021-06-29,1228214275.64,,-0.83,
2021-06-30,1317719192.85,,-0.87,
2021-07-01,1234949077.32,,-0.87,20633.3
2021-07-02,1317174491.14,,-0.89,
2021-07-05,,,,
2021-07-06,1333544613.27,,-0.94,
2021-07-07,1199697924.95,,-0.95,
2021-07-08,1221751150.78,,-0.92,
2021-07-09,845610087.55,,-0.91,
2021-07-12,1236302600.0,,-0.95,
2021-07-13,1191359574.59,,-0.94,
2021-07-14,1510334452.71,,-0.97,
2021-07-15,1115393554.75,,-1.01,
2021-07-16,1602669457.64,,-1.02,
2021-07-19,1137642118.09,,-1.05,
2021-07-20,1107827535.01,,-1.03,
2021-07-21,780109950.61,,-0.98,
2021-07-22,810549806.45,,-1.01,
2021-07-23,982957625.76,,-1.05,
2021-07-26,879443187.15,,-1.11,
2021-07-27,1061205703.38,,-1.13,
2021-07-28,1338372828.92,,-1.15,
2021-07-29,1389831917.13,,-1.15,
2021-07-30,1255258548.14,,-1.16,
2021-08-01,,,,20840.9
2021-08-02,1828938558.58,,-1.17,
2021-08-03,915635856.68,,-1.19,
2021-08-04,1660766727.04,,-1.16,
2021-08-05,1353412904.89,,-1.1,
2021-08-06,2230476855.73,,-1.06,
2021-08-09,1867380854.1,,-1.04,
2021-08-10,1111489345.36,,-1.04,
2021-08-11,1210713600.0,,-1.07,
2021-08-12,854927233.01,,-1.05,
2021-08-13,1242417486.44,,-1.08,
2021-08-16,1300386339.49,,-1.1,
2021-08-17,1186655798.68,,-1.07,
2021-08-18,1286319136.98,,-1.05,
2021-08-19,1155323727.23,,-1.04,
2021-08-20,1192571778.17,,-1.01,
2021-08-23,1381983030.01,,-1.02,
2021-08-24,762163052.42,,-1.01,
2021-08-25,936012200.12,,-1.0,
2021-08-26,733036464.99,,-0.99,
2021-08-27,1708094940.5,,-1.08,
2021-08-30,638212433.0,,-1.08,
2021-08-31,1075155855.47,,-1.03,
2021-09-01,808603515.46,,-1.03,20981.0
2021-09-02,778516150.0,,-1.03,
2021-09-03,1428915477.61,,-1.01,
2021-09-06,,,,
2021-09-07,1677871533.17,,-0.98,
2021-09-08,1100098995.85,,-1.03,
2021-09-09,1115954433.89,,-1.08,
2021-09-10,1241528779.61,,-1.05,
2021-09-13,918259112.07,,-1.04,
2021-09-14,1337544036.03,,-1.05,
2021-09-15,944026977.3,,-1.04,
2021-09-16,1932338997.62,,-1.01,
2021-09-17,1370705804.76,,-0.96,
2021-09-20,1248035022.47,,-0.98,
2021-09-21,1192416211.78,,-0.96,
2021-09-22,1617443658.1,,-0.96,
2021-09-23,1381970122.57,,-0.9,
2021-09-24,1132893771.17,,-0.87,
2021-09-27,808872516.98,,-0.87,
2021-09-28,1504277768.33,,-0.84,
2021-09-29,1348748185.24,,-0.82,
2021-09-30,1736281650.91,,-0.85,
2021-10-01,1095297048.63,,-0.9,21160.6
2021-10-04,1265285116.67,,-0.89,
2021-10-05,924551386.43,,-0.91,
2021-10-06,1001270008.59,,-0.9,
2021-10-07,786572657.55,,-0.88,
2021-10-08,1401883666.53,,-0.89,
2021-10-11,626190785.01,,,
2021-10-12,897890999.97,,-0.9,
2021-10-13,1862561701.3,,-0.96,
2021-10-14,853675200.0,,-1.0,
2021-10-15,1438238751.93,,-0.97,
2021-10-18,664561624.62,,-0.95,
2021-10-19,1090067304.89,,-0.89,
2021-10-20,838171769.35,,-0.92,
2021-10-21,735767700.0,,-0.96,
2021-10-22,1795793348.73,,-0.98,
2021-10-25,824597973.25,,-1.02,
2021-10-26,1116564303.23,,-1.06,
2021-10-27,978979543.57,,-1.11,
2021-10-28,1176677668.82,,-1.0,
2021-10-29,1255191089.03,,-0.96,
2021-11-01,833512533.26,,-0.92,21335.5
2021-11-02,628638625.77,,-0.95,
2021-11-03,1501080542.69,,-0.93,
2021-11-04,1115895124.37,,-1.03,
2021-11-05,1591213941.69,,-1.09,
2021-11-08,846471729.84,,-1.11,
2021-11-09,990261709.19,,-1.17,
2021-11-10,1984610600.04,,-1.14,
2021-11-11,1037685522.9,,,
2021-11-12,1377247835.91,,-1.15,
2021-11-15,980772702.76,,-1.13,
2021-11-16,1498749500.13,,-1.1,
2021-11-17,1138280950.0,,-1.1,
2021-11-18,1087472895.26,,-1.14,
2021-11-19,1516482421.36,,-1.11,
2021-11-22,2209127277.92,,-0.98,
2021-11-23,1346235974.18,,-0.95,
2021-11-24,895679613.83,,-0.97,
2021-11-25,,,,
2021-11-26,1602627678.63,,-1.07,
2021-11-29,1232138201.89,,-1.02,
2021-11-30,2139137150.0,,-1.07,
2021-12-01,1297477004.6,,-1.01,21498.5
2021-12-02,1586981536.76,,-1.03,
2021-12-03,1584301423.43,,-1.08,
2021-12-06,800116597.88,,-1.01,
2021-12-07,817485755.04,,-0.99,
2021-12-08,715817383.82,,-1.0,
2021-12-09,815101167.99,,-0.98,
2021-12-10,1074540959.81,,-0.96,
2021-12-13,1103986900.0,,-0.98,
2021-12-14,1429054197.09,,-0.93,
2021-12-15,2364513793.14,,-0.92,
2021-12-16,1881071432.97,,-0.98,
2021-12-17,1653987850.08,,-0.97,
2021-12-20,1165118544.46,,-0.96,
2021-12-21,759690489.43,,-0.96,
2021-12-22,787804193.89,,-1.01,
2021-12-23,768999372.56,,-0.97,
2021-12-24,,,,
2021-12-27,806251987.76,,-1.02,
2021-12-28,765946013.23,,-1.01,
2021-12-29,992944501.43,,-0.98,
2021-12-30,921385756.56,,-1.06,
2021-12-31,1203438775.26,,-1.04,
2022-01-01,,,,21650.1
2022-01-03,1517393968.51,,-0.97,
2022-01-04,1181156843.02,,-0.91,
2022-01-05,1473459314.72,,-0.82,
2022-01-06,1820641932.89,,-0.73,
2022-01-07,1374191225.0,,-0.72,
2022-01-10,1182278851.4,,-0.7,
2022-01-11,1425156953.81,,-0.79,
2022-01-12,1072366752.5,,-0.74,
2022-01-13,1196939497.76,,-0.73,
2022-01-14,1334607238.6,,-0.66,
2022-01-17,,,,
2022-01-18,1579189086.31,,-0.59,
2022-01-19,2716196788.9,,-0.57,
2022-01-20,1642776266.59,,-0.5,
2022-01-21,1878995884.78,,-0.59,
2022-01-24,2705636211.8,,-0.63,
2022-01-25,2999802849.83,,-0.63,
2022-01-26,3022160006.5,,-0.53,
2022-01-27,2659359576.85,,-0.59,
2022-01-28,1634655809.71,,-0.66,
2022-01-31,1435370905.73,,-0.65,
2022-02-01,1642580855.28,,-0.62,21725.2
2022-02-02,1533962018.73,,-0.63,
2022-02-03,1795724945.01,,-0.56,
2022-02-04,1624365661.87,,-0.48,
2022-02-07,1326330663.76,,-0.48,
2022-02-08,989995288.33,,-0.46,
2022-02-09,1370159441.73,,-0.48,
2022-02-10,1823883333.89,,-0.42,
2022-02-11,4474130052.15,,-0.51,
2022-02-14,2385323392.99,,-0.5,
2022-02-15,2181431111.08,,-0.43,
2022-02-16,2233329413.8,,-0.43,
2022-02-17,3299065625.0,,-0.46,
2022-02-18,2260175121.69,,-0.49,
2022-02-21,,,,
2022-02-22,2655339227.18,,-0.51,
2022-02-23,2098865458.96,,-0.54,
2022-02-24,5797083620.03,,-0.59,
2022-02-25,2035780430.19,,-0.57,
2022-02-28,2864033682.4,,-0.79,
2022-03-01,3985124094.86,,-0.9,21787.2
2022-03-02,3545569571.72,,-0.85,
2022-03-03,2741723566.28,,-0.83,
2022-03-04,4112613404.01,,-0.93,
2022-03-07,5210495140.36,,-0.99,
2022-03-08,9067557766.91,,-1.04,
2022-03-09,4987353250.58,,-0.9,
2022-03-10,3440049167.36,,-0.88,
2022-03-11,2743903668.71,,-0.94,
2022-03-14,2403880760.24,,-0.79,
2022-03-15,3034385836.65,,-0.69,
2022-03-16,3158833384.61,,-0.61,
2022-03-17,1981487142.31,,-0.71,
2022-03-18,2509572492.71,,-0.72,
2022-03-21,1911886054.62,,-0.58,
2022-03-22,1725766053.87,,-0.53,
2022-03-23,2283042682.34,,-0.62,
2022-03-24,2008954466.56,,-0.58,
2022-03-25,1442826456.63,,-0.47,
2022-03-28,1699225658.83,,-0.49,
2022-03-29,1873607339.62,,-0.45,
2022-03-30,1509883569.31,,-0.51,
2022-03-31,1778390799.91,,-0.52,
2022-04-01,2339674800.0,,-0.41,21769.4
2022-04-04,1273971312.51,,-0.38,
2022-04-05,1940900399.48,,-0.3,
2022-04-06,1606537718.75,,-0.22,
2022-04-07,1828755766.86,,-0.16,
2022-04-08,1933689892.01,,-0.15,
2022-04-11,1836702931.82,,-0.12,
2022-04-12,2209760793.37,,-0.14,
2022-04-13,1597517887.19,,-0.1,
2022-04-14,2128827410.34,,-0.06,
2022-04-15,,,,
2022-04-18,1640573692.42,,-0.07,
2022-04-19,2288313884.18,,0.0,
2022-04-20,1286022653.26,,-0.07,
2022-04-21,1755021964.47,,-0.12,
2022-04-22,1649112568.59,,-0.08,
2022-04-25,2314698624.9,,-0.1,
2022-04-26,1603398434.23,,-0.08,
2022-04-27,1558250068.17,,-0.06,
2022-04-28,1129007976.26,,-0.12,
2022-04-29,1365692155.27,,0.01,
2022-05-01,,,,21719.9
2022-05-02,2486138587.92,,0.18,
2022-05-03,1255937460.58,,0.14,
2022-05-04,1844440892.02,,0.07,
2022-05-05,2240648308.47,,0.18,
2022-05-06,1340787672.0,,0.26,
2022-05-09,1857146164.45,,0.3,
2022-05-10,1887402747.84,,0.34,
2022-05-11,1586418539.23,,0.21,
2022-05-12,1978532534.71,,0.25,
2022-05-13,2199519281.51,,0.24,
2022-05-16,1247208675.33,,0.2,
2022-05-17,1090671474.79,,0.27,
2022-05-18,1266058704.32,,0.17,
2022-05-19,1818859411.75,,0.25,
2022-05-20,1131630534.97,,0.23,
2022-05-23,953762365.1,,0.26,
2022-05-24,1183039253.17,,0.21,
2022-05-25,795458380.42,,0.19,
2022-05-26,1117238884.48,,0.13,
2022-05-27,665109538.49,,0.11,
2022-05-30,,,,
2022-05-31,1068598156.19,,0.21,
2022-06-01,1196395665.32,,0.29,21651.5
2022-06-02,980387519.32,,0.26,
2022-06-03,952538062.11,,0.22,
2022-06-06,647074147.58,,0.28,
2022-06-07,667548409.42,,0.25,
2022-06-08,888227417.72,,0.28,
2022-06-09,809670432.91,,0.29,
2022-06-10,2942063580.83,,0.39,
2022-06-13,2254155338.84,,0.69,
2022-06-14,1238635556.82,,0.89,
2022-06-15,1536981269.45,,0.63,
2022-06-16,1523747505.54,,0.66,
2022-06-17,1268631175.65,,0.67,
2022-06-20,,,,
2022-06-21,956978382.39,,0.7,
2022-06-22,1123570880.99,,0.62,
2022-06-23,1112700142.1,,0.59,
2022-06-24,1044879856.5,,0.57,
2022-06-27,971776995.09,,0.65,
2022-06-28,505925559.44,,0.72,
2022-06-29,811111370.29,,0.74,
2022-06-30,1540465685.39,,0.65,
2022-07-01,1915532179.35,,0.54,21652.9
2022-07-04,,,,
2022-07-05,2312332150.0,,0.52,
2022-07-06,1923158746.76,,0.64,
2022-07-07,744376112.4,,0.68,
2022-07-08,743999443.99,,0.72,
2022-07-11,697651999.35,,0.67,
2022-07-12,864477342.84,,0.64,
2022-07-13,1366586611.61,,0.6,
2022-07-14,1945992910.36,,0.62,
2022-07-15,1078692000.74,,0.57,
2022-07-18,921822909.21,,0.59,
2022-07-19,605645722.51,,0.62,
2022-07-20,757928199.8,,0.66,
2022-07-21,939711116.05,,0.58,
2022-07-22,921249635.5,,0.43,
2022-07-25,594998066.13,,0.45,
2022-07-26,427754894.06,,0.45,
2022-07-27,932205376.44,,0.36,
2022-07-28,917431292.58,,0.2,
2022-07-29,1236870976.0,,0.14,
2022-08-01,770178501.3,,0.09,21638.4
2022-08-02,939251887.47,,0.27,
2022-08-03,726507196.52,,0.23,
2022-08-04,919769329.93,,0.22,
2022-08-05,995591216.56,,0.37,
2022-08-08,576130655.44,,0.29,
2022-08-09,535959590.22,,0.33,
2022-08-10,680012089.02,,0.35,
2022-08-11,739547623.72,,0.4,
2022-08-12,864815853.85,,0.37,
2022-08-15,867674166.15,,0.35,
2022-08-16,709899922.14,,0.38,
2022-08-17,915281618.99,,0.43,
2022-08-18,597668705.32,,0.36,
2022-08-19,1329910569.98,,0.43,
2022-08-22,720607281.28,,0.46,
2022-08-23,720273545.91,,0.47,
2022-08-24,522791800.0,,0.49,
2022-08-25,467915625.0,,0.43,
2022-08-26,1082061131.25,,0.47,
2022-08-29,761114280.87,,0.54,
2022-08-30,779532839.32,,0.56,
2022-08-31,866205845.24,,0.67,
2022-09-01,1166785559.91,,0.81,21536.7
2022-09-02,827658265.45,,0.73,
2022-09-05,,,,
2022-09-06,770085462.91,,0.85,
2022-09-07,636785125.72,,0.82,
2022-09-08,732436738.32,,0.88,
2022-09-09,627741024.77,,0.91,
2022-09-12,728858647.16,,0.95,
2022-09-13,1034695412.18,,0.98,
2022-09-14,961967378.39,,0.95,
2022-09-15,2042822319.68,,1.02,
2022-09-16,1112884581.85,,1.07,
2022-09-19,870693525.48,,1.15,
2022-09-20,921689602.53,,1.17,
2022-09-21,1217670166.52,,1.13,
2022-09-22,930338621.77,,1.29,
2022-09-23,1468589927.28,,1.32,
2022-09-26,1246210779.79,,1.56,
2022-09-27,1083707953.99,,1.64,
2022-09-28,1388683089.92,,1.39,
2022-09-29,976987243.13,,1.57,
2022-09-30,1056767295.49,,1.68,
2022-10-01,,,,21461.7
2022-10-03,1641683270.1,,1.43,
2022-10-04,1289537125.51,,1.38,
2022-10-05,846401690.07,,1.54,
2022-10-06,911902365.89,,1.61,
2022-10-07,794136424.56,,1.62,
2022-10-10,950107157.89,,,
2022-10-11,823387591.43,,1.62,
2022-10-12,623726036.96,,1.62,
2022-10-13,1097351483.94,,1.63,
2022-10-14,837091238.62,,1.59,
2022-10-17,667070152.04,,1.57,
2022-10-18,696241500.0,,1.6,
2022-10-19,1252519519.16,,1.72,
2022-10-20,760248694.68,,1.73,
2022-10-21,1063388317.9,,1.69,
2022-10-24,718052516.48,,1.66,
2022-10-25,528851400.0,,1.59,
2022-10-26,689382017.0,,1.6,
2022-10-27,565559246.08,,1.51,
2022-10-28,711489481.01,,1.51,
2022-10-31,926316820.33,,1.58,
2022-11-01,706468486.91,,1.56,21406.7
2022-11-02,1098869046.6,,1.57,
2022-11-03,816555614.87,,1.74,
2022-11-04,1203567249.39,,1.69,
2022-11-07,689745372.01,,1.69,
2022-11-08,1801721185.52,,1.64,
2022-11-09,958341153.13,,1.7,
2022-11-10,1624974809.53,,1.43,
2022-11-11,760662132.71,,,
2022-11-14,1020458980.67,,1.51,
2022-11-15,1639029250.0,,1.45,
2022-11-16,601994478.2,,1.38,
2022-11-17,749835639.62,,1.49,
2022-11-18,703431839.99,,1.57,
2022-11-21,771601043.27,,1.52,
2022-11-22,519239889.47,,1.44,
2022-11-23,679554367.63,,1.39,
2022-11-24,,,,
2022-11-25,234465531.75,,1.36,
2022-11-28,656286067.32,,1.43,
2022-11-29,426450226.8,,1.5,
2022-11-30,803399295.1,,1.34,
2022-12-01,1447754240.41,,1.17,21290.9
2022-12-02,867393605.51,,1.08,
2022-12-05,893656914.68,,1.21,
2022-12-06,593061338.82,,1.2,
2022-12-07,766897739.44,,1.16,
2022-12-08,535683816.93,,1.2,
2022-12-09,907352964.74,,1.31,
2022-12-12,580608966.33,,1.33,
2022-12-13,1137476164.92,,1.27,
2022-12-14,948588334.44,,1.3,
2022-12-15,1382822101.04,,1.28,
2022-12-16,895995843.93,,1.35,
2022-12-19,655383988.86,,1.42,
2022-12-20,1319348162.29,,1.45,
2022-12-21,673528892.18,,1.41,
2022-12-22,945979420.84,,1.48,
2022-12-23,487111282.0,,1.55,
2022-12-26,,,,
2022-12-27,1161411006.39,,1.58,
2022-12-28,614970388.41,,1.6,
2022-12-29,564955235.42,,1.56,
2022-12-30,485933778.25,,1.58,
2023-01-01,,,,21279.9
2023-01-02,,,,
2023-01-03,1367265454.49,,1.53,
2023-01-04,1307906168.13,,1.47,
2023-01-05,800182172.05,,1.49,
2023-01-06,1370398242.97,,1.34,
2023-01-09,893916481.34,,1.31,
2023-01-10,768576440.16,,1.37,
2023-01-11,589202787.52,,1.31,
2023-01-12,1225334011.77,,1.22,
2023-01-13,1335122646.97,,1.31,
2023-01-16,,,,
2023-01-17,1174011947.79,,1.36,
2023-01-18,953522685.86,,1.25,
2023-01-19,1201431338.92,,1.19,
